Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
221	SEKZ	would look at you yeah like oh dear yeah what 's wrong with her ? mm and you could n't	be sitting	on a bus you know or a train and start going well they 'd probably ignore me anyway cos they	would_VM look_VVI at_II you_PPY yeah_UH like_RR oh_UH dear_UH yeah_UH what_DDQ 's_VBZ wrong_JJ with_IW her_PPHO1 ?_YQUE mm_UH and_CC you_PPY could_VM n't_XX	be_VBI sitting_VVG	on_II a_AT1 bus_NN1 you_PPY know_VV0 or_CC a_AT1 train_NN1 and_CC start_VV0 going_VVG well_RR they_PPHS2 'd_VM probably_RR ignore_VVI me_PPIO1 anyway_RR cos_CS they_PPHS2	Two friends having lunch	Discussing, explaining, inquiring, requesting, anecdote telling  	Revised	Texts within Sample release	S0262 S0353	2	2015-01-16	1:45:00	Restaurant in Cyprus	2015 Q1	2015	Friends, wider family circle	ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=220	4974829	4974830
222	SEZ2	him an email last week I did n't go to my training session on Thursday yeah cos I just I	was sitting	at work and like I was really ill last week anyway so I did n't train at all and then	him_PPHO1 an_AT1 email_NN1 last_MD week_NNT1 I_PPIS1 did_VDD n't_XX go_VVI to_II my_APPGE training_NN1 session_NNT1 on_II Thursday_NPD1 yeah_UH cos_CS I_PPIS1 just_RR I_PPIS1	was_VBDZ sitting_VVG	at_II work_NN1 and_CC like_RR I_PPIS1 was_VBDZ really_RR ill_JJ last_MD week_NNT1 anyway_RR so_RR I_PPIS1 did_VDD n't_XX train_VVI at_RR21 all_RR22 and_CC then_RT	Catch-up with friend after gym.	Discussing, explaining, inquiring, complaining, inviting, ancedote telling	Revised	Texts within Sample release	S0439 S0451	2	2015-08-11	0:43:16	In a café in Cambridge	2015 Q3	2015	Friends, wider family circle	Food, work-outs, weight lifting, running, general fitness, relationships, things around us, financial woes, holidays, family.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=221	5082291	5082292
223	SF2Q	where you are when looking at the map and that 's right yeah give you something to do when you	're sitting	in the car You read the map all the time in the car do n't you ? yeah you still	where_RRQ you_PPY are_VBR when_CS looking_VVG at_II the_AT map_NN1 and_CC that_DD1 's_VBZ right_JJ yeah_UH give_VV0 you_PPY something_PN1 to_TO do_VDI when_CS you_PPY	're_VBR sitting_VVG	in_II the_AT car_NN1 You_PPY read_VV0 the_AT map_NN1 all_DB the_AT time_NNT1 in_II the_AT car_NN1 do_VD0 n't_XX you_PPY ?_YQUE yeah_UH you_PPY still_RR		Discussing, explaining, complaining, anecdote telling	Original	Texts within Sample release	S0008 S0012 S0013	3	2012-04-12	2:00:00	ANON's home, Norfolk	2012 Q2	2012	Friends, wider family circle	Buying house, taxes, pensions, politics, recycling, Sat Nav, TV, remote places	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=222	5124817	5124818
224	SF6K	my lovely drills might go right so today we are going to clear down where your lathe is yep that	is standing	up put them strips up round the door put the strips on top of the box thing that we 've	my_APPGE lovely_JJ drills_NN2 might_VM go_VVI right_RR so_RR today_RT we_PPIS2 are_VBR going_VVGK to_TO clear_VVI down_RP where_RRQ your_APPGE lathe_NN1 is_VBZ yep_UH that_DD1	is_VBZ standing_VVG	up_RP put_VV0 them_PPHO2 strips_NN2 up_RP round_II the_AT door_NN1 put_VV0 the_AT strips_NN2 on_II31 top_II32 of_II33 the_AT box_NN1 thing_NN1 that_CST we_PPIS2 've_VH0	no info	Discussing	Revised	Texts within Sample release	S0012 S0013	2	2014-09-25	0:25:56	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	no info	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=223	5149159	5149160
225	SF6K	of the box thing that we 've got the box thing ? the box that we made it needs to	be standing	oh yeah oh no no there 's the drawer the drawer one yeah that 's got we 've got to	of_II33 the_AT box_NN1 thing_NN1 that_CST we_PPIS2 've_VH0 got_VVN the_AT box_NN1 thing_NN1 ?_YQUE the_AT box_NN1 that_CST we_PPIS2 made_VVD it_PPH1 needs_VVZ to_TO	be_VBI standing_VVG	oh_UH yeah_UH oh_UH no_UH no_UH there_EX 's_VBZ the_AT drawer_NN1 the_AT drawer_NN1 one_MC1 yeah_UH that_DD1 's_VHZ got_VVN we_PPIS2 've_VH0 got_VVN to_TO	no info	Discussing	Revised	Texts within Sample release	S0012 S0013	2	2014-09-25	0:25:56	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	no info	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=224	5149194	5149195
226	SFER	guess but anyway so you 're waiting for that the red light 's flashing right ? and these other peoples	are stood	around Tesco staff are stood there doing nothing yeah yeah mm while you wait for the one who is meant	guess_NN1 but_CCB anyway_RR so_CS you_PPY 're_VBR waiting_VVG for_IF that_DD1 the_AT red_JJ light_NN1 's_VBZ flashing_VVG right_RR ?_YQUE and_CC these_DD2 other_JJ peoples_NN2	are_VBR stood_VVN	around_II Tesco_NP1 staff_NN are_VBR stood_VVN there_RL doing_VDG nothing_PN1 yeah_UH yeah_UH mm_UH while_CS you_PPY wait_VV0 for_IF the_AT one_PN1 who_PNQS is_VBZ meant_VVN	General chat	Discussing, explaining, inviting	Revised	Texts not in Sample release	S0012 S0013 S0278 S0370	4	2015-02-14	1:14:51	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Relations, mistresses, party, shopping, life without power, Big Brother, dogs, church, heating.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=225	5196195	5196196
227	SFER	're waiting for that the red light 's flashing right ? and these other peoples are stood around Tesco staff	are stood	there doing nothing yeah yeah mm while you wait for the one who is meant to be doing who has	're_VBR waiting_VVG for_IF that_DD1 the_AT red_JJ light_NN1 's_VBZ flashing_VVG right_RR ?_YQUE and_CC these_DD2 other_JJ peoples_NN2 are_VBR stood_VVN around_II Tesco_NP1 staff_NN	are_VBR stood_VVN	there_RL doing_VDG nothing_PN1 yeah_UH yeah_UH mm_UH while_CS you_PPY wait_VV0 for_IF the_AT one_PN1 who_PNQS is_VBZ meant_VVN to_TO be_VBI doing_VDG who_PNQS has_VHZ	General chat	Discussing, explaining, inviting	Revised	Texts not in Sample release	S0012 S0013 S0278 S0370	4	2015-02-14	1:14:51	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Relations, mistresses, party, shopping, life without power, Big Brother, dogs, church, heating.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=226	5196200	5196201
228	SFG3	you do n't know anything about these people that 's true you do n't know anything about them they could	be sitting	there sad lonely I 'd be like oh god here we go my heart 's really going out to these	you_PPY do_VD0 n't_XX know_VVI anything_PN1 about_II these_DD2 people_NN that_DD1 's_VBZ true_JJ you_PPY do_VD0 n't_XX know_VVI anything_PN1 about_II them_PPHO2 they_PPHS2 could_VM	be_VBI sitting_VVG	there_RL sad_JJ lonely_JJ I_PPIS1 'd_VM be_VBI like_RR oh_UH god_NN1 here_RL we_PPIS2 go_VV0 my_APPGE heart_NN1 's_VBZ really_RR going_VVG out_RP to_II these_DD2	Dinner with an old friend	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0262 S0334	2	2014-11-03	1:37:00	Café in Cambridge	2014 Q4	2014	Friends, wider family circle	Catching up with an old friend, IVF, single parenthood, how people use social media, the benefits of yoga, writing a book, change of career and lifestyle, social media	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=227	5221949	5221950
229	SFG3	these questions ? who 's told us that we have to have these questions ? mm is it because I	'm sitting	there actually having my coffee and going I could buy this coffee or I could now donate that money and	these_DD2 questions_NN2 ?_YQUE who_PNQS 's_VHZ told_VVN us_PPIO2 that_CST we_PPIS2 have_VH0 to_TO have_VHI these_DD2 questions_NN2 ?_YQUE mm_UH is_VBZ it_PPH1 because_CS I_PPIS1	'm_VBM sitting_VVG	there_RL actually_RR having_VHG my_APPGE coffee_NN1 and_CC going_VVG I_PPIS1 could_VM buy_VVI this_DD1 coffee_NN1 or_CC I_PPIS1 could_VM now_RT donate_VVI that_DD1 money_NN1 and_CC	Dinner with an old friend	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0262 S0334	2	2014-11-03	1:37:00	Café in Cambridge	2014 Q4	2014	Friends, wider family circle	Catching up with an old friend, IVF, single parenthood, how people use social media, the benefits of yoga, writing a book, change of career and lifestyle, social media	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=228	5225752	5225753
230	SFP5	and that 's such a beautiful erm spire oh look there 's another --ANONnameN family --ANONnameN --ANONnameN --ANONnameN oh we	're standing	on the --ANONnameN oh and there 's another one wow that 's that must they must have been a prominent	and_CC that_DD1 's_VBZ such_DA a_AT1 beautiful_JJ erm_UH spire_NN1 oh_UH look_VV0 there_EX 's_VBZ another_DD1 --ANONnameN_NP1 family_NN1 --ANONnameN_NP1 --ANONnameN_NP1 --ANONnameN_NP1 oh_UH we_PPIS2	're_VBR standing_VVG	on_II the_AT --ANONnameN_NP1 oh_UH and_CC there_EX 's_VBZ another_DD1 one_PN1 wow_UH that_DD1 's_VBZ that_DD1 must_VM they_PPHS2 must_VM have_VHI been_VBN a_AT1 prominent_JJ	Couple take a walk and have a chat in the countryside.	Discussing, explaining	Original	Texts within Sample release	S0024 S0144	2	2012-03-11	0:30:35	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Countryside, economics, wildlife, graveyards	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=229	5297584	5297585
231	SFR2	yeah we should do something like that mm yeah cos I was thinking it 's a shame that my car	is sitting	there and it would be lovely to like be able to yeah have the car insured rather than me and	yeah_UH we_PPIS2 should_VM do_VDI something_PN1 like_II that_DD1 mm_UH yeah_UH cos_CS I_PPIS1 was_VBDZ thinking_VVG it_PPH1 's_VBZ a_AT1 shame_NN1 that_CST my_APPGE car_NN1	is_VBZ sitting_VVG	there_RL and_CC it_PPH1 would_VM be_VBI lovely_JJ to_TO like_VVI be_VBI able_JK to_TO yeah_UH have_VH0 the_AT car_NN1 insured_VVN rather_II21 than_II22 me_PPIO1 and_CC	Talking over lunch	Discussing, explaining, inquiring, anecdote telling	Revised	Texts within Sample release	S0058 S0428	2	2015-09-04	0:15:14	Cambridge University Press Printing House	2015 Q3	2015	Colleagues	Work, plans, holidays, travel, Norway	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=230	5311630	5311631
232	SFRX	a couple of seconds is everything is n't it ? and that was it I was like fuck well I	was standing	right next to it and I was I was strapped in the car I was like fuck yeah oh god	a_AT1 couple_NN1 of_IO seconds_NNT2 is_VBZ everything_PN1 is_VBZ n't_XX it_PPH1 ?_YQUE and_CC that_DD1 was_VBDZ it_PPH1 I_PPIS1 was_VBDZ like_RR fuck_VV0 well_RR I_PPIS1	was_VBDZ standing_VVG	right_RR next_II21 to_II22 it_PPH1 and_CC I_PPIS1 was_VBDZ I_PPIS1 was_VBDZ strapped_VVN in_II the_AT car_NN1 I_PPIS1 was_VBDZ like_RR fuck_VV0 yeah_UH oh_UH god_NN1	couple have a chat	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-10-03	0:47:19	Speakers' home, China	2014 Q4	2014	Close family, partners, very close friends	yoga, keys, babies	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=231	5320604	5320605
233	SFRX	my I fell over in the club and hit my head and then I woke up oh god and I	was standing	on the kitchen sink and and I have vague recollections that I did n't have a key and I was	my_APPGE I_PPIS1 fell_VVD over_RP in_II the_AT club_NN1 and_CC hit_VVD my_APPGE head_NN1 and_CC then_RT I_PPIS1 woke_VVD up_RP oh_UH god_NN1 and_CC I_PPIS1	was_VBDZ standing_VVG	on_II the_AT kitchen_NN1 sink_NN1 and_CC and_CC I_PPIS1 have_VH0 vague_JJ recollections_NN2 that_CST I_PPIS1 did_VDD n't_XX have_VHI a_AT1 key_NN1 and_CC I_PPIS1 was_VBDZ	couple have a chat	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-10-03	0:47:19	Speakers' home, China	2014 Q4	2014	Close family, partners, very close friends	yoga, keys, babies	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=232	5323501	5323502
234	SFYP	coco or coco ? yes I would love a cup of coco tonight yeah I ca n't believe you 've	been sitting	on a fucking Blue Peter badge for sixteen years and you have n't used it longer than that oh no	coco_NN1 or_CC coco_NN1 ?_YQUE yes_UH I_PPIS1 would_VM love_VVI a_AT1 cup_NN1 of_IO coco_NN1 tonight_RT yeah_UH I_PPIS1 ca_VM n't_XX believe_VVI you_PPY 've_VH0	been_VBN sitting_VVG	on_II a_AT1 fucking_JJ Blue_JJ Peter_NP1 badge_NN1 for_IF sixteen_MC years_NNT2 and_CC you_PPY have_VH0 n't_XX used_VVN it_PPH1 longer_JJR than_CSN that_DD1 oh_UH no_UH	Married couple have a chat and a glass of wine.	Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0024 S0144	2	2012-04-10	1:11:48	ANON's parents' house, Norfolk	2012 Q2	2012	Close family, partners, very close friends	Teaching, art, killer whales, TV violence, squatting, blue peter badges	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=233	5370457	5370458
235	SG3Q	you yeah so get out of the way no no I agree I agree completely mm mm yeah when someone	's standing	in Waitrose organic produce section mm who 's having a go at GM it 's yep Something wrong with that	you_PPY yeah_UH so_RR get_VV0 out_II21 of_II22 the_AT way_NN1 no_UH no_UH I_PPIS1 agree_VV0 I_PPIS1 agree_VV0 completely_RR mm_UH mm_UH yeah_UH when_CS someone_PN1	's_VBZ standing_VVG	in_II Waitrose_NP1 organic_JJ produce_NN1 section_NN1 mm_UH who_PNQS 's_VBZ having_VHG a_AT1 go_NN1 at_II GM_NP1 it_PPH1 's_VBZ yep_UH Something_PN1 wrong_JJ with_IW that_DD1		Discussing, explaining, inquiring, making arrangements, telling jokes	Original	Texts within Sample release	S0026 S0058 S0120 S0179	4	2012-03-17	2:17:30	ANON and ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Food, music, films	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=234	5417220	5417221
236	SG4J	ah I just walked past one of those um bird tables that we bought your dad yeah remember when we	were sitting	in his garden he was talking about his other bird table and I was like I wonder where that that	ah_UH I_PPIS1 just_RR walked_VVD past_II one_MC1 of_IO those_DD2 um_UH bird_NN1 tables_NN2 that_CST we_PPIS2 bought_VVD your_APPGE dad_NN1 yeah_UH remember_VV0 when_RRQ we_PPIS2	were_VBDR sitting_VVG	in_II his_APPGE garden_NN1 he_PPHS1 was_VBDZ talking_VVG about_II his_APPGE other_JJ bird_NN1 table_NN1 and_CC I_PPIS1 was_VBDZ like_RR I_PPIS1 wonder_VV0 where_RRQ that_CST that_DD1	Couple take a walk and have a chat in the countryside.	Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0024 S0144	2	2012-03-11	0:43:06	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Hot air balloons, dogs, wildlife, power lines, camping, money	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=235	5436505	5436506
237	SG4J	I do feel really dizzy when I 'm here yeah like I do n't feel you feel dizzy because you	're standing	under one of these oh seriously they 're really bad for you well there 's not a lot of place	I_PPIS1 do_VD0 feel_VVI really_RR dizzy_JJ when_CS I_PPIS1 'm_VBM here_RL yeah_UH like_RR I_PPIS1 do_VD0 n't_XX feel_VVI you_PPY feel_VV0 dizzy_JJ because_CS you_PPY	're_VBR standing_VVG	under_RG one_MC1 of_IO these_DD2 oh_UH seriously_RR they_PPHS2 're_VBR really_RR bad_JJ for_IF you_PPY well_RR there_EX 's_VBZ not_XX a_AT1 lot_NN1 of_IO place_NN1	Couple take a walk and have a chat in the countryside.	Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0024 S0144	2	2012-03-11	0:43:06	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Hot air balloons, dogs, wildlife, power lines, camping, money	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=236	5439444	5439445
238	SG4J	for shining their lights in all night that was really mean but I think after cos we were remembering we	were sitting	in the tent were n't we we were remembering all of the things that had happened to us that day	for_IF shining_VVG their_APPGE lights_NN2 in_II all_DB night_NNT1 that_CST was_VBDZ really_RR mean_VV0 but_CCB I_PPIS1 think_VV0 after_CS cos_CS we_PPIS2 were_VBDR remembering_VVG we_PPIS2	were_VBDR sitting_VVG	in_II the_AT tent_NN1 were_VBDR n't_XX we_PPIS2 we_PPIS2 were_VBDR remembering_VVG all_DB of_IO the_AT things_NN2 that_CST had_VHD happened_VVN to_II us_PPIO2 that_DD1 day_NNT1	Couple take a walk and have a chat in the countryside.	Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0024 S0144	2	2012-03-11	0:43:06	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Hot air balloons, dogs, wildlife, power lines, camping, money	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=237	5440917	5440918
239	SG56	--UNCLEARWORD and likely to be regulars come back yeah for whatever reason yeah yeah seriously someone who 's gon na	be sitting	there for four hours nursing a cup of coffee wo n't be your regular yeah I 'd put in a	--UNCLEARWORD_FU and_CC likely_JJ to_TO be_VBI regulars_NN2 come_VV0 back_RP yeah_UH for_IF whatever_DDQV reason_NN1 yeah_UH yeah_UH seriously_RR someone_PN1 who_PNQS 's_VBZ gon_VVGK na_TO	be_VBI sitting_VVG	there_RL for_IF four_MC hours_NNT2 nursing_VVG a_AT1 cup_NN1 of_IO coffee_NN1 wo_VM n't_XX be_VBI your_APPGE regular_JJ yeah_UH I_PPIS1 'd_VM put_VVI in_II a_AT1	Lunch on holiday	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts within Sample release	S0261 S0262 S0388 S0401	4	2014-11-16	0:57:27	Valencia, Spain	2014 Q4	2014	Close family, partners, very close friends	holiday, food, supermarkets in Spain, dinner, networking, colleagues, learning a foreign language, global warming, buying holiday homes, accommodation	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=238	5459344	5459345
240	SG56	yes really ? yeah you can get them to join up mm to more classes classes well yeah while they	're sitting	there having a drink you can actually give them some incentive to stay and actually have a drink as well	yes_UH really_RR ?_YQUE yeah_UH you_PPY can_VM get_VVI them_PPHO2 to_TO join_VVI up_RP mm_UH to_II more_DAR classes_NN2 classes_NN2 well_RR yeah_UH while_CS they_PPHS2	're_VBR sitting_VVG	there_RL having_VHG a_AT1 drink_NN1 you_PPY can_VM actually_RR give_VVI them_PPHO2 some_DD incentive_NN1 to_TO stay_VVI and_CC actually_RR have_VH0 a_AT1 drink_NN1 as_RR21 well_RR22	Lunch on holiday	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts within Sample release	S0261 S0262 S0388 S0401	4	2014-11-16	0:57:27	Valencia, Spain	2014 Q4	2014	Close family, partners, very close friends	holiday, food, supermarkets in Spain, dinner, networking, colleagues, learning a foreign language, global warming, buying holiday homes, accommodation	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=239	5459507	5459508
241	SGMT	we learnt did n't we ? yeah we used to saw the end off a tree which you were you	were sitting	on one side mm yeah they crashed the people used to yeah they 'd do daft things like that yeah	we_PPIS2 learnt_VVD did_VDD n't_XX we_PPIS2 ?_YQUE yeah_UH we_PPIS2 used_VMK to_TO saw_VVD the_AT end_NN1 off_II a_AT1 tree_NN1 which_DDQ you_PPY were_VBDR you_PPY	were_VBDR sitting_VVG	on_II one_MC1 side_NN1 mm_UH yeah_UH they_PPHS2 crashed_VVD the_AT people_NN used_VMK to_TO yeah_UH they_PPHS2 'd_VM do_VDI daft_JJ things_NN2 like_II that_DD1 yeah_UH	no info	Discussing	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-09-22	1:12:41	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	no info	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=240	5613750	5613751
242	SGSY	sense of narrative but in a way people are driving their own narrative it 's not me or you who	is sitting	there going okay in the next video we want this to happen it 's actually going to be quite impromptu	sense_NN1 of_IO narrative_NN1 but_CCB in_II a_AT1 way_NN1 people_NN are_VBR driving_VVG their_APPGE own_DA narrative_NN1 it_PPH1 's_VBZ not_XX me_PPIO1 or_CC you_PPY who_PNQS	is_VBZ sitting_VVG	there_RL going_VVG okay_JJ in_II the_AT next_MD video_NN1 we_PPIS2 want_VV0 this_DD1 to_TO happen_VVI it_PPH1 's_VBZ actually_RR going_VVGK to_TO be_VBI quite_RG impromptu_JJ	A couple brainstorming ideas for a small business in the education sector.	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts within Sample release	S0261 S0262	2	2014-09-01	1:04:00	House-sitting in Australia	2014 Q3	2014	Close family, partners, very close friends	social networking, social relationships, communication strategies,learning materials and development of moving images case studies for educational purposes. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=241	5647369	5647370
243	SGUA	I 'll shut up sorry I did n't know it was my go I 'm really sorry I 've just	been sitting	there doing nothing erm we did n't notice er you 've been enter- entertaining us you 've got to get	I_PPIS1 'll_VM shut_VVI up_RP sorry_JJ I_PPIS1 did_VDD n't_XX know_VVI it_PPH1 was_VBDZ my_APPGE go_NN1 I_PPIS1 'm_VBM really_RR sorry_JJ I_PPIS1 've_VH0 just_RR	been_VBN sitting_VVG	there_RL doing_VDG nothing_PN1 erm_UH we_PPIS2 did_VDD n't_XX notice_VVI er_UH you_PPY 've_VH0 been_VBN enter-_FU entertaining_VVG us_PPIO2 you_PPY 've_VH0 got_VVN to_TO get_VVI	Friendly family game of scrabble 	Discussing, explaining, Inquiring, complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0428 S0478 S0504 S0608 S0609	5	2016-01-03	0:28:38	ANON & ANON's home, Cambridge	2016 Q1	2016	Close family, partners, very close friends	Playing scrabble, technology, family chatting, talking about the BNC	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=242	5659289	5659290
244	SGYW	a table next to you they do n't gi- they do n't care who 's there you know they could	be sat	there you know they 're they 're just nothing to them really and that 's kind of good in a	a_AT1 table_NN1 next_II21 to_II22 you_PPY they_PPHS2 do_VD0 n't_XX gi-_FU they_PPHS2 do_VD0 n't_XX care_VVI who_PNQS 's_VBZ there_RL you_PPY know_VV0 they_PPHS2 could_VM	be_VBI sat_VVN	there_RL you_PPY know_VV0 they_PPHS2 're_VBR they_PPHS2 're_VBR just_RR nothing_PN1 to_II them_PPHO2 really_RR and_CC that_DD1 's_VBZ kind_NN1 of_IO good_JJ in_II a_AT1	A Chat with ANON in John Lewis Part 2	Discussing, explaining, inquiring, complaining, requesting, inviting, anecdote telling, making arrangements, telling jokes 	Original	Texts within Sample release	S0070 S0180	2	2012-04-11	0:33:59	John Lewis café, London	2012 Q2	2012	Friends, wider family circle	TV, internet, different cultures, teaching, language learning	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=243	5690694	5690695
245	SH5J	done mm that 's my mum mm do n't you touch her even yeah you she 'll come and I	'm sitting	at yeah but that 's it 's what you said that 's years that have made her like that yeah	done_VDN mm_UH that_DD1 's_VBZ my_APPGE mum_NN1 mm_UH do_VD0 n't_XX you_PPY touch_VVI her_PPHO1 even_RR yeah_UH you_PPY she_PPHS1 'll_VM come_VVI and_CC I_PPIS1	'm_VBM sitting_VVG	at_II yeah_UH but_CCB that_DD1 's_VBZ it_PPH1 's_VBZ what_DDQ you_PPY said_VVD that_DD1 's_VBZ years_NNT2 that_CST have_VH0 made_VVN her_PPHO1 like_II that_DD1 yeah_UH	Conversation over breakfast	Discussing, explaining, anecdote telling, making arrangements	Revised	Texts within Sample release	S0104 S0110 S0167 S0379	4	2015-03-21	0:21:03	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Current affairs, day plans, domestic chores, house and garden, pets, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=244	5733952	5733953
246	SH63	one I ca n't remember what it 's called Tornado ? maybe the one the the the one where you	're sat	and you had to go with two people the one you did I think that was Tornado yeah that was	one_PN1 I_PPIS1 ca_VM n't_XX remember_VVI what_DDQ it_PPH1 's_VBZ called_VVN Tornado_NN1 ?_YQUE maybe_RR the_AT one_PN1 the_AT the_AT the_AT one_PN1 where_RRQ you_PPY	're_VBR sat_VVN	and_CC you_PPY had_VHD to_TO go_VVI with_IW two_MC people_NN the_AT one_MC1 you_PPY did_VDD I_PPIS1 think_VV0 that_DD1 was_VBDZ Tornado_NP1 yeah_UH that_DD1 was_VBDZ	Talking after a meal.	Discussing, explaining, inquiring, complaining, advising	Revised	Texts not in Sample release	S0482 S0483	2	2016-09-25	0:29:22	Centre Parcs lodge.	2016 Q3	2016	Close family, partners, very close friends	Life, family, work	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=245	5735105	5735106
247	SHC8	if n- no no no er if you 're in a hot country mm if you 're black and you	're sat	in the shade mm you cool better than a white person oh okay yes I see yeah cos you radiate	if_CS n-_FU no_AT no_AT no_AT er_UH if_CS you_PPY 're_VBR in_II a_AT1 hot_JJ country_NN1 mm_UH if_CS you_PPY 're_VBR black_JJ and_CC you_PPY	're_VBR sat_VVN	in_II the_AT shade_NN1 mm_UH you_PPY cool_VV0 better_RRR than_CSN a_AT1 white_JJ person_NN1 oh_UH okay_RR yes_UH I_PPIS1 see_VV0 yeah_UH cos_CS you_PPY radiate_VV0	General Chat	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0278 S0370	4	2015-01-10	0:54:42	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	War and conflicts, beginnings of life, weather, ancestors, police, furniture.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=246	5790653	5790654
