Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
117	SJM7	and er we 're doing this for him and he 's doing none of the talking I am talking you	're sat	there in silence did you have a look at the weather forecast --ANONnameM for where we 're going ? no	and_CC er_UH we_PPIS2 're_VBR doing_VDG this_DD1 for_IF him_PPHO1 and_CC he_PPHS1 's_VBZ doing_VDG none_PN of_IO the_AT talking_NN1 I_PPIS1 am_VBM talking_VVG you_PPY	're_VBR sat_VVN	there_RL in_II silence_NN1 did_VDD you_PPY have_VHI a_AT1 look_NN1 at_II the_AT weather_NN1 forecast_NN1 --ANONnameM_NP1 for_IF where_RRQ we_PPIS2 're_VBR going_VVG ?_YQUE no_UH	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=116	6241041	6241042
118	SJM7	well and I kept yeah wondering why it was flushing when I was I was on the toilet what you	were stood	it ? oh Je- I was stood on the flush --UNCLEARWORD I just thought it was one of them automatic	well_RR22 and_CC I_PPIS1 kept_VVD yeah_UH wondering_VVG why_RRQ it_PPH1 was_VBDZ flushing_VVG when_CS I_PPIS1 was_VBDZ I_PPIS1 was_VBDZ on_II the_AT toilet_NN1 what_DDQ you_PPY	were_VBDR stood_VVN	it_PPH1 ?_YQUE oh_UH Je-_FU I_PPIS1 was_VBDZ stood_VVN on_II the_AT flush_NN1 --UNCLEARWORD_FU I_PPIS1 just_RR thought_VVD it_PPH1 was_VBDZ one_MC1 of_IO them_PPHO2 automatic_JJ	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=117	6247966	6247967
119	SJM7	it was flushing when I was I was on the toilet what you were stood it ? oh Je- I	was stood	on the flush --UNCLEARWORD I just thought it was one of them automatic ones people obviously know where we are	it_PPH1 was_VBDZ flushing_VVG when_CS I_PPIS1 was_VBDZ I_PPIS1 was_VBDZ on_II the_AT toilet_NN1 what_DDQ you_PPY were_VBDR stood_VVN it_PPH1 ?_YQUE oh_UH Je-_FU I_PPIS1	was_VBDZ stood_VVN	on_II the_AT flush_NN1 --UNCLEARWORD_FU I_PPIS1 just_RR thought_VVD it_PPH1 was_VBDZ one_MC1 of_IO them_PPHO2 automatic_JJ ones_NN2 people_NN obviously_RR know_VV0 where_RRQ we_PPIS2 are_VBR	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=118	6247973	6247974
120	SJNC	here I 'm sure it was n't was n't it ? I do n't think so oh well I 've	been sat	here like I should go and do work and then --UNCLEARWORD work ? yeah what work do you have to	here_RL I_PPIS1 'm_VBM sure_JJ it_PPH1 was_VBDZ n't_XX was_VBDZ n't_XX it_PPH1 ?_YQUE I_PPIS1 do_VD0 n't_XX think_VVI so_RR oh_UH well_RR I_PPIS1 've_VH0	been_VBN sat_VVN	here_RL like_RR I_PPIS1 should_VM go_VVI and_CC do_VDI work_VVI and_CC then_RT --UNCLEARWORD_FU work_VV0 ?_YQUE yeah_UH what_DDQ work_NN1 do_VD0 you_PPY have_VHI to_TO	Talking with housemates over tea	Discussing, inquiring, anecdote telling, making arrangements, buying/selling	Revised	Texts not in Sample release	S0567 S0611 S0620 S0623	4	2016-01-10	0:38:47	All speakers’ rented uni home, Lancaster	2016 Q1	2016	Close family, partners, very close friends	Ordering food, flavoured vodka, making cake, Grease, story about someone being stabbed, getting back to the house, Physics work, reading, blood and biology, fish, wearing glasses, swimming, waking up to work, planning postponed Christmas meal, left food, haircuts, paying for pizza, new coins, buildings with copper	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=119	6277110	6277111
121	SJRQ	not putting anything on me I went for it and only one of mine s- was swollen grasses everybody I	was sitting	with in the room oh three and four were swelling up I only had one they said I had one	not_XX putting_VVG anything_PN1 on_II me_PPIO1 I_PPIS1 went_VVD for_IF it_PPH1 and_CC only_RR one_MC1 of_IO mine_PPGE s-_FU was_VBDZ swollen_VVN grasses_NN2 everybody_PN1 I_PPIS1	was_VBDZ sitting_VVG	with_IW in_II the_AT room_NN1 oh_UH three_MC and_CC four_MC were_VBDR swelling_VVG up_RP I_PPIS1 only_RR had_VHN one_PN1 they_PPHS2 said_VVD I_PPIS1 had_VHD one_PN1	Stopping for a coffee after going to the tip	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0390 S0391 S0392 S0393	4	2015-03-31	1:02:33	In a café	2015 Q1	2015	Close family, partners, very close friends	(NOT IN ORDER) food and drink, healthcare, clearing out, moving house, TV, stag/hen parties, social history, interior design, event-management, religion, Thirsk, other people, gardening, technology, auctions	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=120	6303734	6303735
122	SJSS	I just yeah her friend when we were in France she had got really bad eczema in her arms we	were stood	k- like scratching it and it her arms were bleeding I was like sat trying to like stop fucking scratching	I_PPIS1 just_RR yeah_UH her_APPGE friend_NN1 when_CS we_PPIS2 were_VBDR in_II France_NP1 she_PPHS1 had_VHD got_VVN really_RR bad_JJ eczema_NN1 in_II her_APPGE arms_NN2 we_PPIS2	were_VBDR stood_VVN	k-_FU like_II scratching_VVG it_PPH1 and_CC it_PPH1 her_APPGE arms_NN2 were_VBDR bleeding_VVG I_PPIS1 was_VBDZ like_RR sat_VVN trying_VVG to_TO like_VVI stop_NN1 fucking_RR scratching_VVG	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0202 S0208 S0216 S0219	4	2014-10-04	0:28:50	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Soup, morning after pill, food, uni, work	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=121	6342191	6342192
123	SJSS	get it far enough because no I do n't having it there all day I 'm like er and you	're sat	yeah yeah that 's what I 'm like I feel like I feel like I can like put it where	get_VV0 it_PPH1 far_RR enough_RR because_CS no_UH I_PPIS1 do_VD0 n't_XX having_VHG it_PPH1 there_RL all_DB day_NNT1 I_PPIS1 'm_VBM like_RR er_UH and_CC you_PPY	're_VBR sat_VVN	yeah_UH yeah_UH that_DD1 's_VBZ what_DDQ I_PPIS1 'm_VBM like_RR I_PPIS1 feel_VV0 like_RR I_PPIS1 feel_VV0 like_RR I_PPIS1 can_VM like_RR put_VVI it_PPH1 where_CS	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0202 S0208 S0216 S0219	4	2014-10-04	0:28:50	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Soup, morning after pill, food, uni, work	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=122	6343106	6343107
124	SJWU	at home more we 're too busy fannying around looking after kids and things so we 're not going to	be sat	in front of the fire are we ? are we ? where are we if we 're not at home	at_II home_NN1 more_DAR we_PPIS2 're_VBR too_RG busy_JJ fannying_VVG around_II looking_VVG after_II kids_NN2 and_CC things_NN2 so_RR we_PPIS2 're_VBR not_XX going_VVGK to_TO	be_VBI sat_VVN	in_II31 front_II32 of_II33 the_AT fire_NN1 are_VBR we_PPIS2 ?_YQUE are_VBR we_PPIS2 ?_YQUE where_RRQ are_VBR we_PPIS2 if_CS we_PPIS2 're_VBR not_XX at_II home_NN1	Talking while cooking.	Discussing, explaining, inquiring, complaining, advising	Revised	Texts not in Sample release	S0482 S0483	2	2016-01-23	0:28:19	Home	2016 Q1	2016	Close family, partners, very close friends	Life, family, work	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=123	6390549	6390550
125	SK3B	window mm they 've got a torch no it 's the it 's the light on the roof but he	was stood	up so his head blocked it do you think ? Cos he definitely had something in his hand did he	window_NN1 mm_UH they_PPHS2 've_VH0 got_VVN a_AT1 torch_NN1 no_UH it_PPH1 's_VBZ the_AT it_PPH1 's_VBZ the_AT light_NN1 on_II the_AT roof_NN1 but_CCB he_PPHS1	was_VBDZ stood_VVN	up_RP so_RR his_APPGE head_NN1 blocked_VVD it_PPH1 do_VD0 you_PPY think_VVI ?_YQUE Cos_CS he_PPHS1 definitely_RR had_VHN something_PN1 in_II his_APPGE hand_NN1 did_VDD he_PPHS1	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-05	1:30:21	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, TV, monarchy	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=124	6417792	6417793
126	SK3B	's cake and it 'll be cake number two time mm yeah so as far as he 's concerned I	'm sat	on birthday cake and a birthday card which I am it 's just not in the house it 's at	's_GE cake_NN1 and_CC it_PPH1 'll_VM be_VBI cake_NN1 number_NN1 two_MC time_NNT1 mm_UH yeah_UH so_RR as_RG far_RR as_CSA he_PPHS1 's_VBZ concerned_JJ I_PPIS1	'm_VBM sat_VVN	on_II birthday_NN1 cake_NN1 and_CC a_AT1 birthday_NN1 card_NN1 which_DDQ I_PPIS1 am_VBM it_PPH1 's_VBZ just_RR not_XX in_II the_AT house_NN1 it_PPH1 's_VBZ at_II	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-05	1:30:21	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, TV, monarchy	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=125	6419049	6419050
127	SKB5	home till ten I thought that 's hold on cos I thought I 'd heard him on about that he	was sat	in at nine o'clock some mornings and he done twelve-hour days oh right yeah --UNCLEARWORD he 's doing longer than	home_RL till_II ten_MC I_PPIS1 thought_VVD that_DD1 's_VBZ hold_VV0 on_RP cos_CS I_PPIS1 thought_VVD I_PPIS1 'd_VHD heard_VVN him_PPHO1 on_RP about_II that_DD1 he_PPHS1	was_VBDZ sat_VVN	in_RP at_II nine_MC o'clock_RA some_DD mornings_NNT2 and_CC he_PPHS1 done_VDN twelve-hour_JJ days_NNT2 oh_UH right_RR yeah_UH --UNCLEARWORD_FU he_PPHS1 's_VBZ doing_VDG longer_RRR than_CSN	Friends just chatting	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0202 S0208 S0211 S0214 S0215	5	2014-10-02	0:41:51	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	IPhone 6, chemotherapy, kids, sister, vampire diaries	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=126	6465597	6465598
128	SKPP	know but I look in the mirror at myself and I just like now I feel self conscious where I	'm sat	no but like my weight no bothers me so much shut up and I ca n't no no but seriously	know_VVI but_CCB I_PPIS1 look_VV0 in_II the_AT mirror_NN1 at_II myself_PPX1 and_CC I_PPIS1 just_RR like_VV0 now_RT I_PPIS1 feel_VV0 self_NN1 conscious_JJ where_CS I_PPIS1	'm_VBM sat_VVN	no_UH but_CCB like_II my_APPGE weight_NN1 no_UH bothers_VVZ me_PPIO1 so_RG much_DA1 shut_VV0 up_RP and_CC I_PPIS1 ca_VM n't_XX no_UH no_UH but_CCB seriously_RR	Friends chatting about general stuff	Discussing, Explaining	Revised	Texts within Sample release	S0202 S0208	2	2014-09-10	1:03:54	France	2014 Q3	2014	Close family, partners, very close friends	Internet followers, people leaving, along, talking about other friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=127	6685962	6685963
129	SKPX	to watch the men 's hundred metre final ? I do n't know I think it depends on where you	're sat	I think all of the ones had like cheap seats yeah for some of them em but for a lot	to_TO watch_VVI the_AT men_NN2 's_GE hundred_NNO metre_NNU1 final_NN1 ?_YQUE I_PPIS1 do_VD0 n't_XX know_VVI I_PPIS1 think_VV0 it_PPH1 depends_VVZ on_II where_RRQ you_PPY	're_VBR sat_VVN	I_PPIS1 think_VV0 all_DB of_IO the_AT ones_NN2 had_VHD like_RR cheap_JJ seats_NN2 yeah_UH for_IF some_DD of_IO them_PPHO2 em_PPHO2 but_II21 for_II22 a_AT1 lot_NN1	Talking about the football on TV (which was muted), sports sponsorship, football strip designs, McDonalds.	Discussing	Original	Texts within Sample release	S0037 S0115	2	2012-01-01	0:17:06	ANON and ANON’s home, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Football, sports sponsorship, football strip designs, McDonalds.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=128	6690699	6690700
130	SKZX	to me when you 've worked a nine-hour shift she 's yeah s- I would admire them more if they	were standing	on two legs doing a nine-hour shift come back to me then and I 'll be impressed then come back	to_II me_PPIO1 when_CS you_PPY 've_VH0 worked_VVN a_AT1 nine-hour_JJ shift_NN1 she_PPHS1 's_VBZ yeah_UH s-_FU I_PPIS1 would_VM admire_VVI them_PPHO2 more_RRR if_CS they_PPHS2	were_VBDR standing_VVG	on_II two_MC legs_NN2 doing_VDG a_AT1 nine-hour_JJ shift_NN1 come_VV0 back_RP to_II me_PPIO1 then_RT and_CC I_PPIS1 'll_VM be_VBI impressed_VVN then_RT come_VV0 back_RP	Meeting friend	Discussing, explaining, Inquiring, requesting, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0391 S0392 S0393	3	2015-10-10	0:20:02	Car on way home	2015 Q4	2015	Close family, partners, very close friends	music, purchases, nature, sleep, places, football, relatives, photograph, TV, arrangements, linguistics, urban planning, sociology.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=129	6765059	6765060
131	SKZX	that was years ago --ANONnameM I do n't know there was a great conversation when she brought my latte we	were sitting	outside and this old lady said why is his different from mine ? mine 's a c- he says yours	that_DD1 was_VBDZ years_NNT2 ago_RA --ANONnameM_NP1 I_PPIS1 do_VD0 n't_XX know_VVI there_EX was_VBDZ a_AT1 great_JJ conversation_NN1 when_CS she_PPHS1 brought_VVD my_APPGE latte_NN1 we_PPIS2	were_VBDR sitting_VVG	outside_RL and_CC this_DD1 old_JJ lady_NN1 said_VVD why_RRQ is_VBZ his_APPGE different_JJ from_II mine_PPGE ?_YQUE mine_PPGE 's_VBZ a_AT1 c-_FU he_PPHS1 says_VVZ yours_PPGE	Meeting friend	Discussing, explaining, Inquiring, requesting, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0391 S0392 S0393	3	2015-10-10	0:20:02	Car on way home	2015 Q4	2015	Close family, partners, very close friends	music, purchases, nature, sleep, places, football, relatives, photograph, TV, arrangements, linguistics, urban planning, sociology.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=130	6765369	6765370
132	SLNB	'm your boss so I 'm gon na talk you through everything nice and slowly and you 're gon na	be sitting	really close to me as well so you can just come up and ask if you 're not sure do	'm_VBM your_APPGE boss_NN1 so_RR I_PPIS1 'm_VBM gon_VVGK na_TO talk_VVI you_PPY through_II everything_PN1 nice_JJ and_CC slowly_RR and_CC you_PPY 're_VBR gon_VVGK na_TO	be_VBI sitting_VVG	really_RR close_JJ to_II me_PPIO1 as_RR21 well_RR22 so_CS you_PPY can_VM just_RR come_VVI up_RP and_CC ask_VVI if_CS you_PPY 're_VBR not_XX sure_JJ do_VD0		Discussing, explaining, inquiring	Original	Texts within Sample release	S0057 S0058 S0179	3	2012-03-25	1:34:00	ANON and ANON's home, Cambridge	2012 Q1	2012	Close family, partners, very close friends		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=131	6956944	6956945
133	SLSS	think yeah I can see it I do n't know who I prefer if I 'm honest yeah I remember	being sat	at your table and your mum like just like double looked at me and I was like just like for	think_VV0 yeah_UH I_PPIS1 can_VM see_VVI it_PPH1 I_PPIS1 do_VD0 n't_XX know_VVI who_PNQS I_PPIS1 prefer_VV0 if_CS I_PPIS1 'm_VBM honest_JJ yeah_UH I_PPIS1 remember_VV0	being_VBG sat_VVN	at_II your_APPGE table_NN1 and_CC your_APPGE mum_NN1 like_RR just_RR like_II double_NN1 looked_VVD at_II me_PPIO1 and_CC I_PPIS1 was_VBDZ like_RR just_RR like_RR for_IF	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=132	6992125	6992126
134	SLSS	it is like a desk though to be fair what ? that 's where I yeah it 's cos I	'm sat	on that spinny chair and well they ask questions and I 'm I 'm sat at a spinning chair sat	it_PPH1 is_VBZ like_II a_AT1 desk_NN1 though_RR to_TO be_VBI fair_JJ what_DDQ ?_YQUE that_DD1 's_VBZ where_RRQ I_PPIS1 yeah_UH it_PPH1 's_VBZ cos_CS I_PPIS1	'm_VBM sat_VVN	on_II that_DD1 spinny_JJ chair_NN1 and_CC well_RR they_PPHS2 ask_VV0 questions_NN2 and_CC I_PPIS1 'm_VBM I_PPIS1 'm_VBM sat_VVN at_II a_AT1 spinning_JJ chair_NN1 sat_VVD	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=133	6992994	6992995
135	SLSS	yeah it 's cos I 'm sat on that spinny chair and well they ask questions and I 'm I	'm sat	at a spinning chair sat at a desk ? I can just I can just imagine --ANONnameF like just sat	yeah_UH it_PPH1 's_VBZ cos_CS I_PPIS1 'm_VBM sat_VVN on_II that_DD1 spinny_JJ chair_NN1 and_CC well_RR they_PPHS2 ask_VV0 questions_NN2 and_CC I_PPIS1 'm_VBM I_PPIS1	'm_VBM sat_VVN	at_II a_AT1 spinning_JJ chair_NN1 sat_VVD at_II a_AT1 desk_NN1 ?_YQUE I_PPIS1 can_VM just_RR I_PPIS1 can_VM just_RR imagine_VVI --ANONnameF_NP1 like_RR just_RR sat_VVD	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=134	6993009	6993010
136	SLSS	to stroke a duck ah do you remember ? --UNCLEARWORD what ? I remember sit- you 're a creep we	were sat	in your living room that 's all he wants in life and we heard that thud against the window in	to_TO stroke_VVI a_AT1 duck_NN ah_UH do_VD0 you_PPY remember_VVI ?_YQUE --UNCLEARWORD_FU what_DDQ ?_YQUE I_PPIS1 remember_VV0 sit-_FU you_PPY 're_VBR a_AT1 creep_NN1 we_PPIS2	were_VBDR sat_VVN	in_II your_APPGE living_NN1 room_NN1 that_DD1 's_VBZ all_DB he_PPHS1 wants_VVZ in_II life_NN1 and_CC we_PPIS2 heard_VVD that_DD1 thud_NN1 against_II the_AT window_NN1 in_II	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=135	7000709	7000710
137	SLX6	've earned it definitely yeah that 's it with a wedding you 're at their yeah beck and call you	're standing	around that 's right all day yeah you you 're there yeah all day so we have yeah in fact	've_VH0 earned_VVN it_PPH1 definitely_RR yeah_UH that_DD1 's_VBZ it_PPH1 with_IW a_AT1 wedding_NN1 you_PPY 're_VBR at_II their_APPGE yeah_UH beck_NN1 and_CC call_NN1 you_PPY	're_VBR standing_VVG	around_RP that_DD1 's_VBZ right_JJ all_DB day_NNT1 yeah_UH you_PPY you_PPY 're_VBR there_RL yeah_UH all_DB day_NNT1 so_CS we_PPIS2 have_VH0 yeah_UH in_II fact_NN1	Journey home from gig	Discussing, explaining, inquiring, complaining, advising, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0392 S0480	2	2015-09-12	1:02:08	ANON’s car	2015 Q3	2015	Friends, wider family circle	people, reflecting on the day, music, out of the window, retail, driving, places, events, language, electronic appliances, physics, 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=136	7031406	7031407
138	SM6B	on and you spend hours just being like and then you know you 'd be looking at someone who 'd	be sitting	down on a chair with their legs crossed and you 'd be like the leg of the chair with the	on_RP and_CC you_PPY spend_VV0 hours_NNT2 just_RR being_VBG like_RR and_CC then_RT you_PPY know_VV0 you_PPY 'd_VM be_VBI looking_VVG at_II someone_PN1 who_PNQS 'd_VM	be_VBI sitting_VVG	down_RP on_II a_AT1 chair_NN1 with_IW their_APPGE legs_NN2 crossed_VVN and_CC you_PPY 'd_VM be_VBI like_II the_AT leg_NN1 of_IO the_AT chair_NN1 with_IW the_AT		Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements, telling jokes	Original	Texts within Sample release	S0058 S0179	2	2012-03-08	1:33:53	Bella Italia restaurant, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Food, gyms, work, cars, friends, graduate jobs, literature, drugs, TV and film, gender discrimination, babies	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=137	7051255	7051256
139	SMC2	the other exam and I was like oh shit better start --UNCLEARWORD now I spent all night Sunday revising I	was sat	on the bed on the phone to my mum if only we had n't had that exam on Wednesday that	the_AT other_JJ exam_NN1 and_CC I_PPIS1 was_VBDZ like_RR oh_UH shit_NN1 better_JJR start_NN1 --UNCLEARWORD_FU now_RT I_PPIS1 spent_VVD all_DB night_NNT1 Sunday_NPD1 revising_VVG I_PPIS1	was_VBDZ sat_VVN	on_II the_AT bed_NN1 on_II the_AT phone_NN1 to_II my_APPGE mum_NN1 if_CS only_RR we_PPIS2 had_VHD n't_XX had_VHN that_DD1 exam_NN1 on_II Wednesday_NPD1 that_DD1	Talking whilst watching Jeremy Kyle	Discussing, explaining, complaining, advising, announcing, anecdote telling	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-28	1:17:18	Chester	2014 Q3	2014	Close family, partners, very close friends	Accents, Jeremy Kyle, Elision	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=138	7134117	7134118
140	SMEB	I would have been just terrified but this guy was was great and we 'd go up and he 'd	be sitting	in the plane going do n't we live in a fantastic county as well looking down to it spread below	I_PPIS1 would_VM have_VHI been_VBN just_RR terrified_JJ but_CCB this_DD1 guy_NN1 was_VBDZ was_VBDZ great_JJ and_CC we_PPIS2 'd_VM go_VVI up_RP and_CC he_PPHS1 'd_VM	be_VBI sitting_VVG	in_II the_AT plane_NN1 going_VVG do_VD0 n't_XX we_PPIS2 live_VVI in_II a_AT1 fantastic_JJ county_NN1 as_RR21 well_RR22 looking_VVG down_RP to_II it_PPH1 spread_VVD below_RL	Conversation over breakfast	Discussing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0238 S0239	2	2014-08-30	1:15:59	ANON's kitchen, Swansea	2014 Q3	2014	Friends, wider family circle	breakfast, a visit to New York, flying lessons, plans for the day (ANON is staying overnight in ANON's home), social media, living in Japan (where they met), refuse collection, letter writing	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=139	7148958	7148959
141	SMEB	not an idiot but yes cos oh cardboard and newspapers were in two separate things and again you know he	was standing	there watching to make nobody put a cereal packet in the in with the newspapers and yeah erm I mean	not_XX an_AT1 idiot_NN1 but_CCB yes_UH cos_CS oh_UH cardboard_NN1 and_CC newspapers_NN2 were_VBDR in_II two_MC separate_JJ things_NN2 and_CC again_RT you_PPY know_VV0 he_PPHS1	was_VBDZ standing_VVG	there_RL watching_VVG to_TO make_VVI nobody_PN1 put_VVD a_AT1 cereal_NN1 packet_NN1 in_II the_AT in_RP with_IW the_AT newspapers_NN2 and_CC yeah_UH erm_UH I_PPIS1 mean_VV0	Conversation over breakfast	Discussing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0238 S0239	2	2014-08-30	1:15:59	ANON's kitchen, Swansea	2014 Q3	2014	Friends, wider family circle	breakfast, a visit to New York, flying lessons, plans for the day (ANON is staying overnight in ANON's home), social media, living in Japan (where they met), refuse collection, letter writing	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=140	7157816	7157817
