Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
49	ST67	their house and it was like sat at the table like they put some food out for it and it	was sat	round the table with them at Thanksgiving yeah and I was like what kind of bear ? what ? what	their_APPGE house_NN1 and_CC it_PPH1 was_VBDZ like_RR sat_VVN at_II the_AT table_NN1 like_RR they_PPHS2 put_VV0 some_DD food_NN1 out_RP for_IF it_PPH1 and_CC it_PPH1	was_VBDZ sat_VVN	round_II the_AT table_NN1 with_IW them_PPHO2 at_II Thanksgiving_NN1 yeah_UH and_CC I_PPIS1 was_VBDZ like_RR what_DDQ kind_NN1 of_IO bear_NN1 ?_YQUE what_DDQ ?_YQUE what_DDQ	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing, explaining, anecdote telling, making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	1:39:28	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Electric cars, journey, caravan, traffic, sun cream/ sunlight, vegetarianism, food/cooking, money, showers/ water, university accommodation, swimming/ sea, car park, global warming, forests/ wildlife, foxhunting, animals, evolution, species, mountains, vegetables/ food production, diving, submarines, directions, broadcasting/ speaking, trains, languages, countries, weather, Daphne Du Maurier, books, navigation, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=48	8907326	8907327
50	ST67	? what kind of bear is that ? I think it was a grizzly it 's a bit big to	be sitting	at a dining table yeah it was massive and that maybe it was a different type of brown bear but	?_YQUE what_DDQ kind_NN1 of_IO bear_NN1 is_VBZ that_DD1 ?_YQUE I_PPIS1 think_VV0 it_PPH1 was_VBDZ a_AT1 grizzly_NN1 it_PPH1 's_VBZ a_RR21 bit_RR22 big_JJ to_TO	be_VBI sitting_VVG	at_II a_AT1 dining_NN1 table_NN1 yeah_UH it_PPH1 was_VBDZ massive_JJ and_CC that_DD1 maybe_RR it_PPH1 was_VBDZ a_AT1 different_JJ type_NN1 of_IO brown_JJ bear_NN1 but_CCB	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing, explaining, anecdote telling, making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	1:39:28	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Electric cars, journey, caravan, traffic, sun cream/ sunlight, vegetarianism, food/cooking, money, showers/ water, university accommodation, swimming/ sea, car park, global warming, forests/ wildlife, foxhunting, animals, evolution, species, mountains, vegetables/ food production, diving, submarines, directions, broadcasting/ speaking, trains, languages, countries, weather, Daphne Du Maurier, books, navigation, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=49	8907366	8907367
51	ST67	I know they announce it but like but in case you ca n't see it I suppose depending where you	're sat	well yeah and they announce it just before you arrive you know in case you do n't know where you	I_PPIS1 know_VV0 they_PPHS2 announce_VV0 it_PPH1 but_CCB like_RR but_CCB in_CS21 case_CS22 you_PPY ca_VM n't_XX see_VVI it_PPH1 I_PPIS1 suppose_VV0 depending_VVG where_RRQ you_PPY	're_VBR sat_VVN	well_RR yeah_UH and_CC they_PPHS2 announce_VV0 it_PPH1 just_RR before_CS you_PPY arrive_VV0 you_PPY know_VV0 in_CS21 case_CS22 you_PPY do_VD0 n't_XX know_VVI where_RRQ you_PPY	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing, explaining, anecdote telling, making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	1:39:28	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Electric cars, journey, caravan, traffic, sun cream/ sunlight, vegetarianism, food/cooking, money, showers/ water, university accommodation, swimming/ sea, car park, global warming, forests/ wildlife, foxhunting, animals, evolution, species, mountains, vegetables/ food production, diving, submarines, directions, broadcasting/ speaking, trains, languages, countries, weather, Daphne Du Maurier, books, navigation, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=50	8912456	8912457
52	STXT	cos she looks like a dickhead why ? cos if you go in there on your own mm and you	're sat	in this big room by yourself and there 's one person in there and there 's like loads of people	cos_CS she_PPHS1 looks_VVZ like_II a_AT1 dickhead_NN1 why_RRQ ?_YQUE cos_CS if_CS you_PPY go_VV0 in_II there_RL on_II your_APPGE own_DA mm_UH and_CC you_PPY	're_VBR sat_VVN	in_II this_DD1 big_JJ room_NN1 by_II yourself_PPX1 and_CC there_EX 's_VBZ one_MC1 person_NN1 in_II there_RL and_CC there_EX 's_VBZ like_JJ loads_NN2 of_IO people_NN	Friends talking in flat	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0400	4	2015-04-20	1:19:36	Living room, friends flat	2015 Q2	2015	Close family, partners, very close friends	Food, living arrangements, University, friends, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=51	9212518	9212519
53	STXT	like loads of people looking around for spaces to sit you look like a massive like knob mm cos you	're sat	in there on your own but to be fair if someone came in and I was in there and they	like_JJ loads_NN2 of_IO people_NN looking_VVG around_RP for_IF spaces_NN2 to_TO sit_VVI you_PPY look_VV0 like_II a_AT1 massive_JJ like_II knob_NN1 mm_UH cos_CS you_PPY	're_VBR sat_VVN	in_II there_RL on_II your_APPGE own_DA but_CCB to_TO be_VBI fair_JJ if_CS someone_PN1 came_VVD in_RP and_CC I_PPIS1 was_VBDZ in_II there_RL and_CC they_PPHS2	Friends talking in flat	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0400	4	2015-04-20	1:19:36	Living room, friends flat	2015 Q2	2015	Close family, partners, very close friends	Food, living arrangements, University, friends, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=52	9212556	9212557
54	STXT	that and then he took his shoes off but because people had smashed glasses and that on the floor he	was standing	on them and then he got blood all over her dress because he er cos he 'd cut his feet	that_DD1 and_CC then_RT he_PPHS1 took_VVD his_APPGE shoes_NN2 off_RP but_CCB because_CS people_NN had_VHD smashed_VVN glasses_NN2 and_CC that_DD1 on_II the_AT floor_NN1 he_PPHS1	was_VBDZ standing_VVG	on_II them_PPHO2 and_CC then_RT he_PPHS1 got_VVD blood_NN1 all_RR over_II her_APPGE dress_NN1 because_CS he_PPHS1 er_UH cos_CS he_PPHS1 'd_VM cut_VVI his_APPGE feet_NN2	Friends talking in flat	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0400	4	2015-04-20	1:19:36	Living room, friends flat	2015 Q2	2015	Close family, partners, very close friends	Food, living arrangements, University, friends, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=53	9216183	9216184
55	SUGJ	on it but where they are peeing on it it 's coming away so they 're peeing on it it	's sitting	there for a day the cleaner 's going in the next day and it 's it 's taken the colour	on_II it_PPH1 but_CCB where_RRQ they_PPHS2 are_VBR peeing_VVG on_II it_PPH1 it_PPH1 's_VBZ coming_VVG away_RL so_RR they_PPHS2 're_VBR peeing_VVG on_II it_PPH1 it_PPH1	's_VBZ sitting_VVG	there_RL for_IF a_AT1 day_NNT1 the_AT cleaner_NN1 's_VBZ going_VVG in_II the_AT next_MD day_NNT1 and_CC it_PPH1 's_VHZ it_PPH1 's_VHZ taken_VVN the_AT colour_NN1	Colleagues talking about work matters	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0282 S0645	2	2014-10-16	1:00:56	The office of a charity called The Brix in Brixton, South London where both persons are employed	2014 Q4	2014	Colleagues	Conversion of a space. Activities taking place in the building. Generating income. Marketing the business. Buying new furniture. Relationships with tenants and users. Birds. Maintenance. Fire escapes. Storage. Holiday cover and arrangements. Staffing arrangements and pay. Upcoming bookings. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=54	9342160	9342161
56	SUGJ	is it sitting height ? or standing height ? it 's the sitting height --UNCLEARWORD really ? yeah so somebody	is sat	in the toilet bored cos you would n't go into the toilet and be busy doing what you 're doing	is_VBZ it_PPH1 sitting_VVG height_NN1 ?_YQUE or_CC standing_NN1 height_NN1 ?_YQUE it_PPH1 's_VBZ the_AT sitting_JJ height_NN1 --UNCLEARWORD_FU really_RR ?_YQUE yeah_UH so_RR somebody_PN1	is_VBZ sat_VVN	in_II the_AT toilet_NN1 bored_JJ cos_CS you_PPY would_VM n't_XX go_VVI into_II the_AT toilet_NN1 and_CC be_VBI busy_JJ doing_VDG what_DDQ you_PPY 're_VBR doing_VDG	Colleagues talking about work matters	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0282 S0645	2	2014-10-16	1:00:56	The office of a charity called The Brix in Brixton, South London where both persons are employed	2014 Q4	2014	Colleagues	Conversion of a space. Activities taking place in the building. Generating income. Marketing the business. Buying new furniture. Relationships with tenants and users. Birds. Maintenance. Fire escapes. Storage. Holiday cover and arrangements. Staffing arrangements and pay. Upcoming bookings. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=55	9342942	9342943
57	SUGJ	the toilet and be busy doing what you 're doing and do that you know ? it 's somebody who	's sitting	in the toilets bored on their phone and just multitasking yeah some idiot but no it 's not it 's	the_AT toilet_NN1 and_CC be_VBI busy_JJ doing_VDG what_DDQ you_PPY 're_VBR doing_VDG and_CC do_VD0 that_DD1 you_PPY know_VV0 ?_YQUE it_PPH1 's_VBZ somebody_PN1 who_PNQS	's_VBZ sitting_VVG	in_II the_AT toilets_NN2 bored_VVN on_II their_APPGE phone_NN1 and_CC just_RR multitasking_VVG yeah_UH some_DD idiot_NN1 but_CCB no_UH it_PPH1 's_VBZ not_XX it_PPH1 's_VBZ	Colleagues talking about work matters	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0282 S0645	2	2014-10-16	1:00:56	The office of a charity called The Brix in Brixton, South London where both persons are employed	2014 Q4	2014	Colleagues	Conversion of a space. Activities taking place in the building. Generating income. Marketing the business. Buying new furniture. Relationships with tenants and users. Birds. Maintenance. Fire escapes. Storage. Holiday cover and arrangements. Staffing arrangements and pay. Upcoming bookings. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=56	9342974	9342975
58	SV3M	friends do it and you know we go out for dinner and you know everyone is you know like you	are sat	around the table in a restaurant and you have like a plate a knife and fork and phone you know	friends_NN2 do_VD0 it_PPH1 and_CC you_PPY know_VV0 we_PPIS2 go_VV0 out_RP for_IF dinner_NN1 and_CC you_PPY know_VV0 everyone_PN1 is_VBZ you_PPY know_VV0 like_II you_PPY	are_VBR sat_VVN	around_II the_AT table_NN1 in_II a_AT1 restaurant_NN1 and_CC you_PPY have_VH0 like_RR a_AT1 plate_NN1 a_AT1 knife_NN1 and_CC fork_NN1 and_CC phone_NN1 you_PPY know_VV0	 Two friends talking about various topics (see 9 above) over a meal in a vegan restaurant in Rzeszow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-19	0:18:12	Vegan restaurant in Rzeszow, Poland.	2016 Q1	2016	Friends, wider family circle	Social media, TV, podcasts.	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=57	9728999	9729000
59	SVD4	you what I 'm ready for a sit down now well a good job you 're sat down you 've	been sat	there for an hour I know but like a a sit down I 've got pins and needles in my	you_PPY what_DDQ I_PPIS1 'm_VBM ready_JJ for_IF a_AT1 sit_VV0 down_RP now_RT well_RR a_AT1 good_JJ job_NN1 you_PPY 're_VBR sat_VVN down_RP you_PPY 've_VH0	been_VBN sat_VVN	there_RL for_IF an_AT1 hour_NNT1 I_PPIS1 know_VV0 but_CCB like_II a_AT1 a_AT1 sit_VV0 down_RP I_PPIS1 've_VH0 got_VVN pins_NN2 and_CC needles_NN2 in_II my_APPGE	Family discussion over a meal at a restaurant	Discussing, explaining, inquiring, requsting	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-23	1:01:09	Restaurant, Istria, Croatia	2016 Q2	2016	Close family, partners, very close friends	Family, Food, University, Tattoos, School, Buses, Dogs, Supermarkets, Work, Mopeds, Exercise, Houses, Hospital experiences, Facebook 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=58	9901874	9901875
60	SVHN	lot of rain oh yeah oh yeah y- you 've said that before have n't you ? yes when we	were stood	on --ANONplace station one time and I was complaining about the rain and he was like you have n't seen	lot_NN1 of_IO rain_NN1 oh_UH yeah_UH oh_UH yeah_UH y-_FU you_PPY 've_VH0 said_VVN that_DD1 before_RT have_VH0 n't_XX you_PPY ?_YQUE yes_UH when_CS we_PPIS2	were_VBDR stood_VVN	on_II --ANONplace_NP1 station_NN1 one_MC1 time_NNT1 and_CC I_PPIS1 was_VBDZ complaining_VVG about_II the_AT rain_NN1 and_CC he_PPHS1 was_VBDZ like_RR you_PPY have_VH0 n't_XX seen_VVN	Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates.	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	2015-12-17	0:54:26	In a small town, ANON, ANON and ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=59	9996739	9996740
61	SVHN	that is me as well my warning sign is if I 'm if I 'm getting really cross and I	'm sitting	there and my foot 's you know like a cat 's tail ? yeah and that 's my foot g-	that_DD1 is_VBZ me_PPIO1 as_RR21 well_RR22 my_APPGE warning_NN1 sign_NN1 is_VBZ if_CS I_PPIS1 'm_VBM if_CS I_PPIS1 'm_VBM getting_VVG really_RR cross_VV0 and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC my_APPGE foot_NN1 's_VBZ you_PPY know_VV0 like_II a_AT1 cat_NN1 's_GE tail_NN1 ?_YQUE yeah_UH and_CC that_DD1 's_VBZ my_APPGE foot_NN1 g-_FU	Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates.	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	2015-12-17	0:54:26	In a small town, ANON, ANON and ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=60	10004383	10004384
62	SVHN	horrible yeah did you er jacket potatoes --UNCLEARWORD yeah it would actually oh yeah I made it all while you	were sat	playing Sims and --UNCLEARWORD excuse me this is this is what they 're like they just bicker --UNCLEARWORD he 's	horrible_JJ yeah_UH did_VDD you_PPY er_UH jacket_NN1 potatoes_NN2 --UNCLEARWORD_FU yeah_UH it_PPH1 would_VM actually_RR oh_UH yeah_UH I_PPIS1 made_VVD it_PPH1 all_DB while_CS you_PPY	were_VBDR sat_VVN	playing_VVG Sims_NP1 and_CC --UNCLEARWORD_FU excuse_VV0 me_PPIO1 this_DD1 is_VBZ this_DD1 is_VBZ what_DDQ they_PPHS2 're_VBR like_RR they_PPHS2 just_RR bicker_VV0 --UNCLEARWORD_FU he_PPHS1 's_VBZ	Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates.	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	2015-12-17	0:54:26	In a small town, ANON, ANON and ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=61	10006424	10006425
63	SVLH	we got there on Christmas Eve he was he 's always he 's mostly asleep is n't he ? he	was sat	in the lounge on the sofa asleep have I told you that --ANONnameF 's doing a year abroad next year	we_PPIS2 got_VVD there_RL on_II Christmas_NNT1 Eve_NNT1 he_PPHS1 was_VBDZ he_PPHS1 's_VBZ always_RR he_PPHS1 's_VBZ mostly_RR asleep_JJ is_VBZ n't_XX he_PPHS1 ?_YQUE he_PPHS1	was_VBDZ sat_VVN	in_II the_AT lounge_NN1 on_II the_AT sofa_NN1 asleep_JJ have_VH0 I_PPIS1 told_VVN you_PPY that_CST --ANONnameF_NP1 's_VBZ doing_VDG a_AT1 year_NNT1 abroad_RL next_MD year_NNT1	Talking during a car journey	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0548 S0549 S0551	3	2016-01-02	0:21:12	in the car driving from High Lane, Stockport to Macclesfield, Cheshire.	2016 Q1	2016	Close family, partners, very close friends	Getting new furniture, the tip, ANON's friend and her family, other people washing your clothes, our extended family, unwanted presents, grandparents, new building, swearing, the beaver scout Christmas party, a boy from Primary School, network scouts, ANON's friend ANON, ANON's ill partner, dementia, ANON’s friend.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=62	10044369	10044370
64	SWU6	see ? no --UNCLEARWORD it 's filmed about four weeks ago mm oh I think it was oh --UNCLEARWORD should	be standing	now I like the queen I really do I like the queen I do long live our noble queen I	see_VVI ?_YQUE no_UH --UNCLEARWORD_FU it_PPH1 's_VHZ filmed_VVN about_RG four_MC weeks_NNT2 ago_RA mm_UH oh_UH I_PPIS1 think_VV0 it_PPH1 was_VBDZ oh_UH --UNCLEARWORD_FU should_VM	be_VBI standing_VVG	now_RT I_PPIS1 like_VV0 the_AT queen_NN1 I_PPIS1 really_RR do_VD0 I_PPIS1 like_VV0 the_AT queen_NN1 I_PPIS1 do_VD0 long_RR live_VV0 our_APPGE noble_JJ queen_NN1 I_PPIS1	Family conversation over Christmas dinner.	Discussing, Explaining, Inquiring, Complaining, Anecdote telling	Revised	Texts not in Sample release	S0547 S0548 S0549 S0550 S0551	5	2015-12-25	0:24:05	The home of ANON, ANON, ANON, ANON and ANON, High Lane, Stockport.	2015 Q4	2015	Close family, partners, very close friends	Food, napkins that look like underpants, Christmas shopping, turkey, how the family spend Christmas, Christmas music, nicknames with ANON's university friends, ANON in Florida, travelling to America, airport, how we treat each other, the weather, Downton Abbey, the wishbone, dance moves, cooking, how my friends spent Christmas Eve, our family friends, music in films, musical instruments, the Queen’s speech, events this year.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=63	10473851	10473852
65	SXK4	's yeah mm ? I do n't know what you 're talking about erm but yeah so me and --ANONnameM	were sat	next to each other for a while I said why do you bring your own when you just like use	's_VBZ yeah_UH mm_UH ?_YQUE I_PPIS1 do_VD0 n't_XX know_VVI what_DDQ you_PPY 're_VBR talking_VVG about_II erm_UH but_CCB yeah_UH so_RR me_PPIO1 and_CC --ANONnameM_NP1	were_VBDR sat_VVN	next_II21 to_II22 each_PPX221 other_PPX222 for_IF a_AT1 while_NNT1 I_PPIS1 said_VVD why_RRQ do_VD0 you_PPY bring_VVI your_APPGE own_DA when_CS you_PPY just_RR like_VV0 use_VV0	Best friends catching up (Part 2)  (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-12-31	1:29:13	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q4	2015	Close family, partners, very close friends		T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=64	10695551	10695552
66	SXK4	'd be weird that 'd be well weird what if what if someone said to you what if like you	were sat	down and sort of went right let 's discuss --ANONnameM ? I know you 'd have a lot to say	'd_VM be_VBI weird_JJ that_DD1 'd_VM be_VBI well_RR weird_JJ what_DDQ if_CS what_DDQ if_CS someone_PN1 said_VVD to_II you_PPY what_DDQ if_CS like_RR you_PPY	were_VBDR sat_VVN	down_RP and_CC sort_RR21 of_RR22 went_VVD right_RR let_VM21 's_VM22 discuss_VVI --ANONnameM_NP1 ?_YQUE I_PPIS1 know_VV0 you_PPY 'd_VM have_VHI a_AT1 lot_NN1 to_II say_VV0	Best friends catching up (Part 2)  (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-12-31	1:29:13	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q4	2015	Close family, partners, very close friends		T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=65	10696949	10696950
67	SXK4	when you 're in full screen mode nothing will pop up okay okay cos yeah we sat wa- we 'll	be sat	watching I 'm a Celeb and you 're like come on like just just do n't like that 'll teach	when_CS you_PPY 're_VBR in_II full_JJ screen_NN1 mode_NN1 nothing_PN1 will_VM pop_VVI up_RP okay_RR okay_RR cos_CS yeah_UH we_PPIS2 sat_VVD wa-_FU we_PPIS2 'll_VM	be_VBI sat_VVN	watching_VVG I_PPIS1 'm_VBM a_AT1 Celeb_NN1 and_CC you_PPY 're_VBR like_RR come_VV0 on_RP like_RR just_RR just_RR do_VD0 n't_XX like_VVI that_DD1 'll_VM teach_VVI	Best friends catching up (Part 2)  (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-12-31	1:29:13	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q4	2015	Close family, partners, very close friends		T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=66	10698357	10698358
68	SXK4	than we should in recent years so they had a whole massive argument about it and I 'm just I	'm sat	there most of the time until until I like chime in every so often but to be fair it was	than_CSN we_PPIS2 should_VM in_II recent_JJ years_NNT2 so_CS they_PPHS2 had_VHD a_AT1 whole_JJ massive_JJ argument_NN1 about_II it_PPH1 and_CC I_PPIS1 'm_VBM just_RR I_PPIS1	'm_VBM sat_VVN	there_RL most_DAT of_IO the_AT time_NNT1 until_CS until_CS I_PPIS1 like_VV0 chime_VV0 in_RP every_RR31 so_RR32 often_RR33 but_CCB to_TO be_VBI fair_JJ it_PPH1 was_VBDZ	Best friends catching up (Part 2)  (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-12-31	1:29:13	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q4	2015	Close family, partners, very close friends		T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=67	10707552	10707553
69	SXLC	about this you 've heard it before I have I have what was he called ? --ANONnameM somebody and they	were sat	in the at this erm what would they call it ? the well it was a glider was n't it	about_II this_DD1 you_PPY 've_VH0 heard_VVN it_PPH1 before_RT I_PPIS1 have_VH0 I_PPIS1 have_VH0 what_DDQ was_VBDZ he_PPHS1 called_VVN ?_YQUE --ANONnameM_NP1 somebody_PN1 and_CC they_PPHS2	were_VBDR sat_VVN	in_II the_AT at_II this_DD1 erm_UH what_DDQ would_VM they_PPHS2 call_VVI it_PPH1 ?_YQUE the_AT well_RR it_PPH1 was_VBDZ a_AT1 glider_NN1 was_VBDZ n't_XX it_PPH1	Having a cup of tea with mum, grandma and girlfriend	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0660 S0661 S0662 S0663	4	2016-01-31	1:29:14	Grandma’s flat, Sale, Cheshire	2016 Q1	2016	Close family, partners, very close friends	Buying a car, festivals, relaxing, cowboy films, phones, textiles	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=68	10733788	10733789
70	SXLC	he 's not my favourite Richard Madeley no he 's not my favourite but I read a little piece he	's standing	in for somebody and whoever was writing the article it was only a little comment something about erm you know	he_PPHS1 's_VBZ not_XX my_APPGE favourite_NN1 Richard_NP1 Madeley_NP1 no_UH he_PPHS1 's_VBZ not_XX my_APPGE favourite_NN1 but_CCB I_PPIS1 read_VVD a_AT1 little_JJ piece_NN1 he_PPHS1	's_VBZ standing_VVG	in_RP for_IF somebody_PN1 and_CC whoever_PNQV was_VBDZ writing_VVG the_AT article_NN1 it_PPH1 was_VBDZ only_RR a_AT1 little_JJ comment_NN1 something_PN1 about_II erm_UH you_PPY know_VV0	Having a cup of tea with mum, grandma and girlfriend	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0660 S0661 S0662 S0663	4	2016-01-31	1:29:14	Grandma’s flat, Sale, Cheshire	2016 Q1	2016	Close family, partners, very close friends	Buying a car, festivals, relaxing, cowboy films, phones, textiles	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=69	10739235	10739236
71	SXNE	are overstretched and I 've got more weight of my backpack on my arms than I would have when I	'm sat	like that mm or maybe the bike 's too big for me and I 'm stretching further than I should	are_VBR overstretched_JJ and_CC I_PPIS1 've_VH0 got_VVN more_DAR weight_NN1 of_IO my_APPGE backpack_NN1 on_II my_APPGE arms_NN2 than_CSN I_PPIS1 would_VM have_VHI when_CS I_PPIS1	'm_VBM sat_VVN	like_II that_DD1 mm_UH or_CC maybe_RR the_AT bike_NN1 's_VBZ too_RG big_JJ for_IF me_PPIO1 and_CC I_PPIS1 'm_VBM stretching_VVG further_RRR than_CSN I_PPIS1 should_VM	Having a cup of tea with mum and grandma	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0661 S0662 S0663	3	2016-01-17	1:30:04	Grandma’s flat, Sale, Cheshire	2016 Q1	2016	Close family, partners, very close friends	Films, family, cooking, cars, work, bikes	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=70	10766156	10766157
72	SZAK	right I 'll dig one in your bet did you see that ? ah did you see that ? I	'm sitting	on the sofa just start throwing throwing them out --UNCLEARWORD --UNCLEARWORD for --ANONnameM 's just like touching his belly button	right_RR I_PPIS1 'll_VM dig_VVI one_PN1 in_II your_APPGE bet_NN1 did_VDD you_PPY see_VVI that_DD1 ?_YQUE ah_UH did_VDD you_PPY see_VVI that_DD1 ?_YQUE I_PPIS1	'm_VBM sitting_VVG	on_II the_AT sofa_NN1 just_RR start_VV0 throwing_VVG throwing_VVG them_PPHO2 out_RP --UNCLEARWORD_FU --UNCLEARWORD_FU for_IF --ANONnameM_NP1 's_VBZ just_RR like_RR touching_VVG his_APPGE belly_NN1 button_NN1			Revised	Texts not in Sample release	S0584 S0587 S0643 S0682	4	2016-04-05	1:28:14		2016 Q2	2016			T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=71	11174619	11174620
