Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
54	SAR5	's what I meant oh oh we need to put this on cos this is the good bit like I	'm sat	right in front of TV in the living room you 'll love this bit we 've already seen it I	's_VBZ what_DDQ I_PPIS1 meant_VVD oh_UH oh_UH we_PPIS2 need_VV0 to_TO put_VVI this_DD1 on_RP cos_CS this_DD1 is_VBZ the_AT good_JJ bit_NN1 like_II I_PPIS1	'm_VBM sat_VVN	right_RR in_II31 front_II32 of_II33 TV_NN1 in_II the_AT living_NN1 room_NN1 you_PPY 'll_VM love_VVI this_DD1 bit_NN1 we_PPIS2 've_VH0 already_RR seen_VVN it_PPH1 I_PPIS1	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=53	3592726	3592727
55	SB32	am you are not ten look at this here that 's er closer to ten --UNCLEARWORD not from where I	'm stood	here from here from here alright okay will you get on ? she no I 'm not getting on get	am_VBM you_PPY are_VBR not_XX ten_MC look_VV0 at_II this_DD1 here_RL that_DD1 's_VBZ er_UH closer_JJR to_II ten_MC --UNCLEARWORD_FU not_XX from_II where_RRQ I_PPIS1	'm_VBM stood_VVN	here_RL from_II here_RL from_II here_RL alright_RR okay_RR will_VM you_PPY get_VVI on_RP ?_YQUE she_PPHS1 no_UH I_PPIS1 'm_VBM not_XX getting_VVG on_RP get_VV0	Mother and daughters catching up over coffee.	Discussing, explaining, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0525 S0617 S0623	3	2016-02-12	1:00:03	ANON’s home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Family, discussion over recent holiday and plans for the day	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=54	3749948	3749949
56	SBQ6	this finger here it had lifted just oh in the corner and it had bubbled oh and I was I	was standing	there last night going picking it ? picking it oh that 's fatal you should n't start picking at it	this_DD1 finger_NN1 here_RL it_PPH1 had_VHD lifted_VVN just_RR oh_UH in_II the_AT corner_NN1 and_CC it_PPH1 had_VHD bubbled_VVN oh_UH and_CC I_PPIS1 was_VBDZ I_PPIS1	was_VBDZ standing_VVG	there_RL last_MD night_NNT1 going_VVG picking_VVG it_PPH1 ?_YQUE picking_VVG it_PPH1 oh_UH that_DD1 's_VBZ fatal_JJ you_PPY should_VM n't_XX start_VVI picking_VVG at_II it_PPH1	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=55	3982271	3982272
57	SBQ6	voice yeah yeah mm cos I s- I was n't sure what her surname was and we --ANONnameF and I	were sat	right at the back so I could n't actually see her but I knew she sang and in the programme	voice_NN1 yeah_UH yeah_UH mm_UH cos_CS I_PPIS1 s-_FU I_PPIS1 was_VBDZ n't_XX sure_JJ what_DDQ her_APPGE surname_NN1 was_VBDZ and_CC we_PPIS2 --ANONnameF_NP1 and_CC I_PPIS1	were_VBDR sat_VVN	right_RR at_II the_AT back_NN1 so_RR I_PPIS1 could_VM n't_XX actually_RR see_VVI her_PPHO1 but_CCB I_PPIS1 knew_VVD she_PPHS1 sang_VVD and_CC in_II the_AT programme_NN1	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=56	3987888	3987889
58	SBQ6	was it was n't a very big room which was unfortunate because there was n't adequate seating oh so people	were standing	up sort of was that to encourage the dancing ? where you would dance oh right but you know what	was_VBDZ it_PPH1 was_VBDZ n't_XX a_AT1 very_RG big_JJ room_NN1 which_DDQ was_VBDZ unfortunate_JJ because_CS there_EX was_VBDZ n't_XX adequate_JJ seating_NN1 oh_UH so_RR people_NN	were_VBDR standing_VVG	up_RP sort_RR21 of_RR22 was_VBDZ that_DD1 to_TO encourage_VVI the_AT dancing_NN1 ?_YQUE where_RRQ you_PPY would_VM dance_VVI oh_UH right_RR but_CCB you_PPY know_VV0 what_DDQ	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=57	3989601	3989602
59	SBQ6	and you know mm --ANONnameM cooked dinner and all that for the first time since I ca n't remember I	was sitting	down showered and in my jimjams at six o'clock six o'clock ? for the evening oh my goodness I ca	and_CC you_PPY know_VV0 mm_UH --ANONnameM_NP1 cooked_JJ dinner_NN1 and_CC all_DB that_DD1 for_IF the_AT first_MD time_NNT1 since_CS I_PPIS1 ca_VM n't_XX remember_VVI I_PPIS1	was_VBDZ sitting_VVG	down_RP showered_VVD and_CC in_II my_APPGE jimjams_NN2 at_II six_MC o'clock_RA six_MC o'clock_RA ?_YQUE for_IF the_AT evening_NNT1 oh_UH my_APPGE goodness_NN1 I_PPIS1 ca_VM	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=58	3993266	3993267
60	SBQ6	get that I think what it is is obviously you do your work in the day like you say I	'm standing	mm for like you know hours on end it 's tiring anything that it is tiring cos you 're standing	get_VV0 that_DD1 I_PPIS1 think_VV0 what_DDQ it_PPH1 is_VBZ is_VBZ obviously_RR you_PPY do_VD0 your_APPGE work_NN1 in_II the_AT day_NNT1 like_CS you_PPY say_VV0 I_PPIS1	'm_VBM standing_VVG	mm_UH for_IF like_RR you_PPY know_VV0 hours_NNT2 on_II end_NN1 it_PPH1 's_VBZ tiring_JJ anything_PN1 that_CST it_PPH1 is_VBZ tiring_JJ cos_CS you_PPY 're_VBR standing_VVG	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=59	3993810	3993811
61	SBQ6	'm standing mm for like you know hours on end it 's tiring anything that it is tiring cos you	're standing	still as well yeah yeah but the the the chitchat with the people does n't bo- I do n't find	'm_VBM standing_VVG mm_UH for_IF like_RR you_PPY know_VV0 hours_NNT2 on_II end_NN1 it_PPH1 's_VBZ tiring_JJ anything_PN1 that_CST it_PPH1 is_VBZ tiring_JJ cos_CS you_PPY	're_VBR standing_VVG	still_JJ as_CSA well_RR yeah_UH yeah_UH but_CCB the_AT the_AT the_AT chitchat_NN1 with_IW the_AT people_NN does_VDZ n't_XX bo-_FU I_PPIS1 do_VDI n't_XX find_VVI	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=60	3993830	3993831
62	SBQ6	chitchat with the people does n't bo- I do n't find that I have to work at that but you	're standing	in one spot on your legs yes yeah which is tiring erm but when you come home and you 've	chitchat_NN1 with_IW the_AT people_NN does_VDZ n't_XX bo-_FU I_PPIS1 do_VDI n't_XX find_VVI that_CST I_PPIS1 have_VH0 to_TO work_VVI at_II that_DD1 but_CCB you_PPY	're_VBR standing_VVG	in_II one_MC1 spot_NN1 on_II your_APPGE legs_NN2 yes_UH yeah_UH which_DDQ is_VBZ tiring_JJ erm_UH but_CCB when_CS you_PPY come_VV0 home_RL and_CC you_PPY 've_VH0	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=61	3993861	3993862
63	SBQ6	like completely washed out really ? yeah all the time oh you see I do n't no see like I	'm sitting	here talking to you like and even like my arms feel heavy oh really ? yeah they just feel I	like_RR completely_RR washed_VVN out_RP really_RR ?_YQUE yeah_UH all_DB the_AT time_NNT1 oh_UH you_PPY see_VV0 I_PPIS1 do_VDI n't_XX no_AT see_VV0 like_RR I_PPIS1	'm_VBM sitting_VVG	here_RL talking_VVG to_II you_PPY like_VV0 and_CC even_RR like_II my_APPGE arms_NN2 feel_VV0 heavy_JJ oh_UH really_RR ?_YQUE yeah_UH they_PPHS2 just_RR feel_VV0 I_PPIS1	Friends carrying on chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:25	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Health problems, 21st party, weather, teenagers and kids’ bedrooms, work patterns, feeling tired.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=62	3995091	3995092
64	SCQF	were hurting last night with those shoes well it I do n't stand up in high heels and no I	was standing	up a lot again mm spent you know the best part of a couple of hou- take them off I	were_VBDR hurting_VVG last_MD night_NNT1 with_IW those_DD2 shoes_NN2 well_RR it_PPH1 I_PPIS1 do_VD0 n't_XX stand_VVI up_RP in_II high_JJ heels_NN2 and_CC no_UH I_PPIS1	was_VBDZ standing_VVG	up_RP a_AT1 lot_NN1 again_RT mm_UH spent_VVD you_PPY know_VV0 the_AT best_JJT part_NN1 of_IO a_AT1 couple_NN1 of_IO hou-_FU take_VV0 them_PPHO2 off_RP I_PPIS1	Mother and daughter chatting while looking after the baby.	Discussing, explaining, advising, anecdote telling	Revised	Texts not in Sample release	S0525 S0623	2	2016-04-18	1:00:09	ANONs home, Sutton Coldfield	2016 Q2	2016	Close family, partners, very close friends	Neighbours, recent Christening, babies, weening, wallpapering	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=63	4222186	4222187
65	SCWJ	back to work how I come back to work exactly what 's expected of me where I 'm gon na	be sitting	w- what 's been told to the team you know all of this sort of thing mm mm because I	back_RP to_TO work_VVI how_RRQ I_PPIS1 come_VV0 back_RP to_II work_NN1 exactly_RR what_DDQ 's_VBZ expected_JJ of_IO me_PPIO1 where_RRQ I_PPIS1 'm_VBM gon_VVGK na_TO	be_VBI sitting_VVG	w-_FU what_DDQ 's_VHZ been_VBN told_VVN to_II the_AT team_NN1 you_PPY know_VV0 all_DB of_IO this_DD1 sort_NN1 of_IO thing_NN1 mm_UH mm_UH because_CS I_PPIS1	Friends talking about family members and health issues.	Discussing, explaining, Inquiring, Advising, anecdote telling	Revised	Texts not in Sample release	S0517 S0518	2	2015-11-02	0:51:38	ANON’s home, Fradley, Staffs	2015 Q4	2015	Close family, partners, very close friends	Death, cancer, health (mental and physical), family, children.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=64	4317124	4317125
66	SD65	it was it was lovely mm so I so I put my shorts on so I went into where they	were sitting	and I went right summer 's almost here got ta wear shorts next time you come round you got ta	it_PPH1 was_VBDZ it_PPH1 was_VBDZ lovely_JJ mm_UH so_RR I_PPIS1 so_RR I_PPIS1 put_VV0 my_APPGE shorts_NN2 on_RP so_RR I_PPIS1 went_VVD into_II where_RRQ they_PPHS2	were_VBDR sitting_VVG	and_CC I_PPIS1 went_VVD right_JJ summer_NNT1 's_VBZ almost_RR here_RL got_VVN ta_TO wear_VVI shorts_NN2 next_MD time_NNT1 you_PPY come_VV0 round_RP you_PPY got_VVI ta_AT1	Evening chat	Discussing, explaining, buying/selling	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-21	1:08:24	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, moving house, good neighbours, politics, leg operations, photos	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=65	4424936	4424937
67	SD92	would prefer it any day to going to the gym mm I just feel like cos you know when you	're sitting	round all day at work ? and then at least cos I walk a bit to work and back so	would_VM prefer_VVI it_PPH1 any_DD day_NNT1 to_II going_VVG to_II the_AT gym_NN1 mm_UH I_PPIS1 just_RR feel_VV0 like_RR cos_CS you_PPY know_VV0 when_RRQ you_PPY	're_VBR sitting_VVG	round_RP all_DB day_NNT1 at_II work_NN1 ?_YQUE and_CC then_RT at_RR21 least_RR22 cos_CS I_PPIS1 walk_VV0 a_AT1 bit_NN1 to_II work_NN1 and_CC back_RP so_RR	Catch-up with friend from University	discussing, explaining, Inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0439 S0450	2	2015-10-10	0:45:29	Chinese restaurant – China Town - Birmingham	2015 Q4	2015	Friends, wider family circle	food, work, Holidays, ex-boyfriends, relationships. 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=66	4476451	4476452
68	SDY6	little unhappy oh right oh li- oh fuck off well I I got back from --ANONplace and er your mother	was sitting	I thought I 've got ta get some air so I got on my bike and I went out made	little_RR22 unhappy_JJ oh_UH right_RR oh_UH li-_FU oh_UH fuck_VV0 off_RP well_RR I_PPIS1 I_PPIS1 got_VVD back_RP from_II --ANONplace_NP1 and_CC er_UH your_APPGE mother_NN1	was_VBDZ sitting_VVG	I_PPIS1 thought_VVD I_PPIS1 've_VH0 got_VVN ta_TO get_VVI some_DD air_NN1 so_RR I_PPIS1 got_VVD on_II my_APPGE bike_NN1 and_CC I_PPIS1 went_VVD out_RP made_VVD	Catch-up on the way home. 	Discussing, explaining, inquiring, complaining, inviting, anouncing, anecdote telling	Revised	Texts within Sample release	S0439 S0481	2	2015-09-12	0:30:26	car	2015 Q3	2015	Close family, partners, very close friends	Discussing the weekend. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=67	4730994	4730995
69	SEPR	you know the shapes sort of thing oh okay probably leave it round here yeah so you 've got to	be sitting	up a bit --ANONnameM but you were playing football yesterday so we are moving on yes moving on to bigger	you_PPY know_VV0 the_AT shapes_NN2 sort_NN1 of_IO thing_NN1 oh_UH okay_RR probably_RR leave_VV0 it_PPH1 round_RP here_RL yeah_UH so_RR you_PPY 've_VH0 got_VVN to_TO	be_VBI sitting_VVG	up_RP a_RR21 bit_RR22 --ANONnameM_NP1 but_CCB you_PPY were_VBDR playing_VVG football_NN1 yesterday_RT so_CS we_PPIS2 are_VBR moving_VVG on_RP yes_UH moving_VVG on_II21 to_II22 bigger_JJR	Family chatting over coffee.	Discussing, explaining, inquiring, advising, announcing, making arrangements	Revised	Texts not in Sample release	S0525 S0614 S0615 S0617	4	2016-03-17	0:43:02	ANONs home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Weather, work, upcoming events, sign language class, the baby	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=68	5031975	5031976
70	SEPR	and these these were to appreciate those erm this this one he wo n't do this either but when he	's sitting	up a bit he might be able to have a go yeah yeah hello and we 'll see it 's	and_CC these_DD2 these_DD2 were_VBDR to_TO appreciate_VVI those_DD2 erm_UH this_DD1 this_DD1 one_PN1 he_PPHS1 wo_VM n't_XX do_VDI this_DD1 either_RR but_CCB when_CS he_PPHS1	's_VBZ sitting_VVG	up_RP a_RR21 bit_RR22 he_PPHS1 might_VM be_VBI able_JK to_TO have_VHI a_AT1 go_NN1 yeah_UH yeah_UH hello_UH and_CC we_PPIS2 'll_VM see_VVI it_PPH1 's_VBZ	Family chatting over coffee.	Discussing, explaining, inquiring, advising, announcing, making arrangements	Revised	Texts not in Sample release	S0525 S0614 S0615 S0617	4	2016-03-17	0:43:02	ANONs home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Weather, work, upcoming events, sign language class, the baby	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=69	5032795	5032796
71	SF8D	over over twenty-five years yeah right they make their money they you know at the end of the day they	're sitting	on an asset are n't they ? so yeah I was talking about that --UNCLEARWORD them door handles can you	over_RG over_RG twenty-five_MC years_NNT2 yeah_UH right_RR they_PPHS2 make_VV0 their_APPGE money_NN1 they_PPHS2 you_PPY know_VV0 at_II the_AT end_NN1 of_IO the_AT day_NNT1 they_PPHS2	're_VBR sitting_VVG	on_II an_AT1 asset_NN1 are_VBR n't_XX they_PPHS2 ?_YQUE so_RR yeah_UH I_PPIS1 was_VBDZ talking_VVG about_II that_DD1 --UNCLEARWORD_FU them_PPHO2 door_NN1 handles_NN2 can_VM you_PPY	Weekly catch up	Discussing, explaining, complaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-12	1:59:00	Speakers' home	2015 Q2	2015	Close family, partners, very close friends	Sawing wood, school, power tools, holidays and nice places, Ofsted, jobs, voting, making the fire up	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=70	5164677	5164678
72	SGAX	like I said like someone who just ah it 's nothing worse than uncomfortable silences like yeah like if you	're sitting	with someone and you you happen to be like going out with them or like living with them and it	like_CS I_PPIS1 said_VVD like_II someone_PN1 who_PNQS just_RR ah_UH it_PPH1 's_VBZ nothing_PN1 worse_JJR than_CSN uncomfortable_JJ silences_VVZ like_II yeah_UH like_RR if_CS you_PPY	're_VBR sitting_VVG	with_IW someone_PN1 and_CC you_PPY you_PPY happen_VV0 to_TO be_VBI like_II going_VVG out_RP with_IW them_PPHO2 or_CC like_RR living_VVG with_IW them_PPHO2 and_CC it_PPH1	Matt and Claire talking	Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0037 S0115	2	2012-03-01	1:00:31	ANON and ANON’s home, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Violence, TV shows, cartoons, films	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=71	5556023	5556024
73	SHXX	erm even though it 's now a completely different team to what it was when they left erm and they	were sat	in the car after the game and I was like yeah he was like what do you think of that	erm_UH even_CS21 though_CS22 it_PPH1 's_VBZ now_RT a_AT1 completely_RR different_JJ team_NN1 to_II what_DDQ it_PPH1 was_VBDZ when_CS they_PPHS2 left_VVD erm_UH and_CC they_PPHS2	were_VBDR sat_VVN	in_II the_AT car_NN1 after_II the_AT game_NN1 and_CC I_PPIS1 was_VBDZ like_RR yeah_UH he_PPHS1 was_VBDZ like_RR what_DDQ do_VD0 you_PPY think_VVI of_IO that_CST		Discussing, explaining 	Revised	Texts within Sample release	S0187 S0386	2	2015-01-31	0:47:40	Home  	2015 Q1	2015	Close family, partners, very close friends	Recent transactions, Sport, Experiences, Celebrities, Work, Other family members	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=72	5972483	5972484
74	SJ4X	too small or something yeah but she was n't even there or sometimes when you dp a group photograph someone	is standing	behind someone yeah and they 're taller the one in front is taller and you 're only seeing half of	too_RG small_JJ or_CC something_PN1 yeah_UH but_CCB she_PPHS1 was_VBDZ n't_XX even_RR there_RL or_CC sometimes_RT when_CS you_PPY dp_NNU a_AT1 group_NN1 photograph_NN1 someone_PN1	is_VBZ standing_VVG	behind_II someone_PN1 yeah_UH and_CC they_PPHS2 're_VBR taller_JJR the_AT one_PN1 in_II front_NN1 is_VBZ taller_JJR and_CC you_PPY 're_VBR only_RR seeing_VVG half_DB of_IO	Neighbours chatting and organising a photo book.	Discussing, explaining, inquiring, advising, anecdote telling, making arrangements	Original	Texts within Sample release	S0005 S0006 S0018	3	2012-03-13	1:00:10	ANON’s home, Birmingham	2012 Q1	2012	Friends, wider family circle	The past, work, manufacturing, jewellery, hobbies, crime, family, taking photos	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=73	6014589	6014590
75	SK8T	she was like oh I 'm I 'm I never got round to doing it bearing in mind she 's	been sat	in all day yeah doing fuck all she says that she 's a clean freak she sat down on on	she_PPHS1 was_VBDZ like_RR oh_UH I_PPIS1 'm_VBM I_PPIS1 'm_VBM I_PPIS1 never_RR got_VVN round_RP to_II doing_VDG it_PPH1 bearing_VVG in_II mind_NN1 she_PPHS1 's_VHZ	been_VBN sat_VVN	in_II all_DB day_NNT1 yeah_UH doing_VDG fuck_NN1 all_DB she_PPHS1 says_VVZ that_CST she_PPHS1 's_VBZ a_AT1 clean_JJ freak_NN1 she_PPHS1 sat_VVD down_RP on_II on_II	Friends chatting about general stuff	Discussing, explaining, complaining, advising, announcing, anecdote telling	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206	4	2014-08-21	0:34:38	Chesterfield	2014 Q3	2014	Close family, partners, very close friends	Boys, holidays, boyfriends, nights out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=74	6458052	6458053
76	SLPW	just like this is finished like he was like do you reckon this is this is still good it 's	been sat	out here for a while ? I was like people leave butter out in like little containers out of the	just_RR like_II this_DD1 is_VBZ finished_VVN like_RR he_PPHS1 was_VBDZ like_RR do_VD0 you_PPY reckon_VVI this_DD1 is_VBZ this_DD1 is_VBZ still_RR good_JJ it_PPH1 's_VHZ	been_VBN sat_VVN	out_RP here_RL for_IF a_AT1 while_NNT1 ?_YQUE I_PPIS1 was_VBDZ like_II people_NN leave_VV0 butter_NN1 out_RP in_II like_RR little_JJ containers_NN2 out_II21 of_II22 the_AT		Discussing, explaining, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0187 S0188 S0200 S0387	4	2015-03-12	0:18:09	Bristol, home of all speakers	2015 Q1	2015	Close family, partners, very close friends	Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university, TV.	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=75	6965612	6965613
77	SMEG	to hear and disregard the rest yeah yeah oh mm so I just thought it was really interesting as I	was sitting	there thinking this is just so relevant when you tell people oh it could be it 'll be a couple	to_TO hear_VVI and_CC disregard_VVI the_AT rest_NN1 yeah_UH yeah_UH oh_UH mm_UH so_RR I_PPIS1 just_RR thought_VVD it_PPH1 was_VBDZ really_RR interesting_JJ as_CSA I_PPIS1	was_VBDZ sitting_VVG	there_RL thinking_VVG this_DD1 is_VBZ just_RR so_RG relevant_JJ when_CS you_PPY tell_VV0 people_NN oh_UH it_PPH1 could_VM be_VBI it_PPH1 'll_VM be_VBI a_AT1 couple_NN1	Members of a family business chatting at the back of the shop.	Discussing, explaining, inquiring, complaining, advising, telling jokes	Original	Texts within Sample release	S0018 S0036 S0048 S0066 S0067	5	2012-03-28	1:01:26	Lakeside Interiors family business, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Shops / small businesses, online commerce, scams, hairdressing, health / illness, work, family, fast food	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=76	7174588	7174589
78	SN3D	new does it matter ? yes I 've got new gloves now excellent you 'll look the part when you	're stood	by the ski lift yes I 'll look good even though I ca n't ski you probably wo n't even	new_JJ does_VDZ it_PPH1 matter_VVI ?_YQUE yes_UH I_PPIS1 've_VH0 got_VVN new_JJ gloves_NN2 now_RT excellent_JJ you_PPY 'll_VM look_VVI the_AT part_NN1 when_CS you_PPY	're_VBR stood_VVN	by_II the_AT ski_NN1 lift_NN1 yes_UH I_PPIS1 'll_VM look_VVI good_JJ even_CS21 though_CS22 I_PPIS1 ca_VM n't_XX ski_VVI you_PPY probably_RR wo_VM n't_XX even_RR	Discussing work and holiday after dinner.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-01-15	2:00:02	Family home, Fradley, Staffs)	2016 Q1	2016	Close family, partners, very close friends	Wine / food, work,, skiing, cars, work experience	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=77	7462671	7462672
79	SN4N	least their uniforms are in the wardrobe but of course I do n't get that luxury any more cos I	'm sitting	at the blinking --ANONplace all night oh yeah so I do n't yeah and I 'm very often coming in	least_RR22 their_APPGE uniforms_NN2 are_VBR in_II the_AT wardrobe_NN1 but_CCB of_RR21 course_RR22 I_PPIS1 do_VD0 n't_XX get_VVI that_DD1 luxury_NN1 any_DD more_DAR cos_CS I_PPIS1	'm_VBM sitting_VVG	at_II the_AT blinking_JJ --ANONplace_NP1 all_DB night_NNT1 oh_UH yeah_UH so_RR I_PPIS1 do_VD0 n't_XX yeah_UH and_CC I_PPIS1 'm_VBM very_RG often_RR coming_VVG in_RP	Friends talking about children and current issues.	Discussing, explaining, inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2015-11-30	1:43:20	(ANON’s home, Fradley, Staffs)	2015 Q4	2015	Close family, partners, very close friends	Old age, climate change, cross country, local community, education, skills show, school show, school	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=78	7479245	7479246
80	SN4N	problems I 'm going back years and we were laughing about it and he said oh yes and I 'll	be standing	on the corner of --ANONplace waving him off to work oh --ANONnameM ? yeah --UNCLEARWORD waving him off to work	problems_NN2 I_PPIS1 'm_VBM going_VVG back_RP years_NNT2 and_CC we_PPIS2 were_VBDR laughing_VVG about_II it_PPH1 and_CC he_PPHS1 said_VVD oh_UH yes_UH and_CC I_PPIS1 'll_VM	be_VBI standing_VVG	on_II the_AT corner_NN1 of_IO --ANONplace_NP1 waving_VVG him_PPHO1 off_RP to_II work_NN1 oh_UH --ANONnameM_NP1 ?_YQUE yeah_UH --UNCLEARWORD_FU waving_VVG him_PPHO1 off_RP to_II work_NN1	Friends talking about children and current issues.	Discussing, explaining, inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2015-11-30	1:43:20	(ANON’s home, Fradley, Staffs)	2015 Q4	2015	Close family, partners, very close friends	Old age, climate change, cross country, local community, education, skills show, school show, school	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=79	7497363	7497364
