Token.ID	Number.of.hit	Text.ID	Context.before	Query.item	Context.after	Tagged.context.before	Tagged.query.item	Tagged.context.after	Activity.description	Selected.characterisations.of.conversation.type	Transcription.conventions.used	Sample.release.inclusion	List.of.speaker.IDs	Number.of.speakers	Recording.date	Recording.length	Recording.location	Recording.period	Year.of.recording	Inter.speaker.relationship	Topics.covered	Transcriber	URL	Match.begin.corpus.position	Match.end.corpus.position	region3	gender	region	variant	text	subj.person	check
218	317	SNDW	you have like there would always be some boy who you had n't spoken to before and you 'd suddenly	be sat	on the farm gate mm at dawn chatting so really deep about something do you know what I mean ?	you_PPY have_VH0 like_RR there_EX would_VM always_RR be_VBI some_DD boy_NN1 who_PNQS you_PPY had_VHD n't_XX spoken_VVN to_II before_RT and_CC you_PPY 'd_VM suddenly_RR	be_VBI sat_VVN	on_II the_AT farm_NN1 gate_NN1 mm_UH at_II dawn_NNT1 chatting_VVG so_RG really_RR deep_JJ about_II something_PN1 do_VD0 you_PPY know_VVI what_DDQ I_PPIS1 mean_VV0 ?_YQUE	"Friends, wider family circle"	"Discussing, explaining, inquiring, complaining, anecdote telling"	Revised	Texts not in Sample release	S0607 S0644	2	07/02/2016	00:38:53	In the car travelling through California on holiday (Redwoods area)	2016 Q1	2016	"Friends, wider family circle"	"Friends, wider family circle"	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=316	7655712	7655713	South	female	NA	ed	suddenly be sat on the farm gate mm at	2	
281	10	S3U3	lecture room two mm and you went into the lecture room one yeah to sit down and the German teacher	's sitting	opposite you on the table er you sit there and then he asks goes through the questions and then you	lecture_NN1 room_NN1 two_MC mm_UH and_CC you_PPY went_VVD into_II the_AT lecture_NN1 room_NN1 one_MC1 yeah_UH to_TO sit_VVI down_RP and_CC the_AT German_JJ teacher_NN1	's_VBZ sitting_VVG	opposite_RL you_PPY on_II the_AT table_NN1 er_UH you_PPY sit_VV0 there_RL and_CC then_RT he_PPHS1 asks_VVZ goes_VVZ through_II the_AT questions_NN2 and_CC then_RT you_PPY	Grandmotherâ€™s visit	"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements"	Revised	Texts not in Sample release	S0390 S0391 S0392 S0393	4	27/03/2015	01:00:54	Speakers' home	2015 Q1	2015	"Close family, partners, very close friends"	"recent week, coffee shops, education, injury solicitors, TV, weather/climate, paganism, magazines,  photography, technology, accents, politics, books, de-cluttering, boats, religion, other people, music, ceilidh, copyright, short-stories, psychology, plans for the week ahead, computers, recycling, telephones, "	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=9	858393	858394	North	male	Yorkshire	ing	teacher 's sitting opposite you on the table er	3	
96	146	SMSW	he was never left on his own sort of thing right okay or like erm she like the proper teacher	was sat	at the back of class and she he 'd go right I 'm taking this class sort of thing stand	he_PPHS1 was_VBDZ never_RR left_VVN on_II his_APPGE own_DA sort_NN1 of_IO thing_NN1 right_RR okay_RR or_CC like_RR erm_UH she_PPHS1 like_RR the_AT proper_JJ teacher_NN1	was_VBDZ sat_VVN	at_II the_AT back_NN1 of_IO class_NN1 and_CC she_PPHS1 he_PPHS1 'd_VM go_VVI right_RR I_PPIS1 'm_VBM taking_VVG this_DD1 class_NN1 sort_NN1 of_IO thing_NN1 stand_NN1	Friends chatting about general stuff	"Discussing, explaining, complaining, advising"	Revised	Texts not in Sample release	S0202 S0203	2	19/08/2014	00:30:18	In a bar	2014 Q3	2014	"Close family, partners, very close friends"	"Friendship, paedophiles, guitars, bands, hobbies"	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=145	7339098	7339099	North	male	Yorkshire	ed	teacher was sat at the back of class and	3	
502	174	SC3M	and this boy had climbed up and was standing there threatening to throw himself off oh christ the PE teacher	was standing	underneath and someone else was standing underneath keeping an eye on them and whatnot but it really was here 's	and_CC this_DD1 boy_NN1 had_VHD climbed_VVN up_RP and_CC was_VBDZ standing_VVG there_RL threatening_VVG to_TO throw_VVI himself_PPX1 off_RP oh_UH christ_NP1 the_AT PE_NN1 teacher_NN1	was_VBDZ standing_VVG	underneath_RL and_CC someone_PN1 else_RR was_VBDZ standing_VVG underneath_II keeping_VVG an_AT1 eye_NN1 on_II them_PPHO2 and_CC whatnot_VV0 but_CCB it_PPH1 really_RR was_VBDZ here_RL 's_VBZ	Having lunch with mum	"Discussing, Explaining, Inquiring, Complaining, Anecdote telling"	Revised	Texts within Sample release	S0439 S0440	2	11/07/2015	00:44:07	Restaurant 	2015 Q3	2015	"Close family, partners, very close friends"	"Work, family, friends, social. food"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=173	4106013	4106014	South	female	EasternE	ing	teacher was standing underneath and someone else was standing	3	
542	224	SF6K	my lovely drills might go right so today we are going to clear down where your lathe is yep that	is standing	up put them strips up round the door put the strips on top of the box thing that we 've	my_APPGE lovely_JJ drills_NN2 might_VM go_VVI right_RR so_RR today_RT we_PPIS2 are_VBR going_VVGK to_TO clear_VVI down_RP where_RRQ your_APPGE lathe_NN1 is_VBZ yep_UH that_DD1	is_VBZ standing_VVG	up_RP put_VV0 them_PPHO2 strips_NN2 up_RP round_II the_AT door_NN1 put_VV0 the_AT strips_NN2 on_II31 top_II32 of_II33 the_AT box_NN1 thing_NN1 that_CST we_PPIS2 've_VH0	no info	Discussing	Revised	Texts within Sample release	S0012 S0013	2	25/09/2014	00:25:56	Speakers' home	2014 Q3	2014	"Close family, partners, very close friends"	no info	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=223	5149159	5149160	South	male	EasternE	ing	that is standing up put them strips up round	3	
296	63	S94Z	the boat comes in after the sales but erm mm but so that 's like another pot of money that	's sitting	there yeah and it 's I have n't got a problem wi- cou- we never ever go in I think	the_AT boat_NN1 comes_VVZ in_RP after_II the_AT sales_NN but_CCB erm_UH mm_UH but_CCB so_RR that_DD1 's_VBZ like_II another_DD1 pot_NN1 of_IO money_NN1 that_CST	's_VBZ sitting_VVG	there_RL yeah_UH and_CC it_PPH1 's_VBZ I_PPIS1 have_VH0 n't_XX got_VVN a_AT1 problem_NN1 wi-_FU cou-_FU we_PPIS2 never_RR ever_RR go_VV0 in_RP I_PPIS1 think_VV0	"Family talking about money saving/investments/management and general life advice, and playing games."	"Discussing, inquiring, advising, anecdote telling, telling jokes,"	Revised	Texts not in Sample release	S0543 S0561 S0564 S0565 S0566 S0639 S0640	7	01/01/2016	01:30:14	In ANON and ANONâ€™s home.	2016 Q1	2016	"Close family, partners, very close friends"	"Money/finance/investment, housing, marriage, money managing and advice, jobs, banking/credit cards, insurance, life/death and funerals, games and gaming/general terminology related to game."	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=62	3026441	3026442	North	female	NorthW	ing	that 's sitting there yeah and it 's I	3	
239	422	SXWR	it ? yeah it 'll be fine you got to sand yeah these off again look how look how that	's stood	it 's lifted them up it lift- it has lifted them up there these are fine are n't they ?	it_PPH1 ?_YQUE yeah_UH it_PPH1 'll_VM be_VBI fine_JJ you_PPY got_VVD to_II sand_NN1 yeah_UH these_DD2 off_RP again_RT look_VV0 how_RRQ look_VV0 how_RRQ that_DD1	's_VBZ stood_VVN	it_PPH1 's_VHZ lifted_VVN them_PPHO2 up_RP it_PPH1 lift-_FU it_PPH1 has_VHZ lifted_VVN them_PPHO2 up_RP there_RL these_DD2 are_VBR fine_JJ are_VBR n't_XX they_PPHS2 ?_YQUE	Break for a cup of tea	"Discussing, Explaining"	Revised	Texts not in Sample release	S0012 S0013 S0278	3	10/05/2015	01:04:06	Freelancer's home	2015 Q2	2015	"Close family, partners, very close friends"	"Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=421	10861196	10861197	South	male	EasternE	ed	that 's stood it 's lifted them up it	3	
670	386	SUVQ	no idea the first time that we truly experienced that we were in Indonesia and there was this couple that	was sitting	like it 's Philippines old couple Philippines oh was it in the Philippines ? sorry this old couple that was	no_AT idea_NN1 the_AT first_MD time_NNT1 that_CST we_PPIS2 truly_RR experienced_VVD that_CST we_PPIS2 were_VBDR in_II Indonesia_NP1 and_CC there_EX was_VBDZ this_DD1 couple_NN1 that_CST	was_VBDZ sitting_VVG	like_II it_PPH1 's_VBZ Philippines_NP old_JJ couple_NN1 Philippines_NP oh_UH was_VBDZ it_PPH1 in_II the_AT Philippines_NP ?_YQUE sorry_JJ this_DD1 old_JJ couple_NN1 that_CST was_VBDZ	An evening with new and old friends	"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes"	Revised	Texts not in Sample release	S0192 S0198 S0235 S0236	4	11/09/2014	08:00:50	"In mine and ANON's flat, Sussex"	2014 Q3	2014	"Friends, wider family circle"	"New flat, job interviews, drinks, rucksacks, Chichester, alcohol, travel times, accents, master's thesis, cheese, neighbours, smoking, vaping, South Korea, university, family, degree results, menopause, blemishes, recording, proofreading, seasonal produce, supermarkets, utilities, student housing, extended friends & family, home towns, birthdates, corpus linguistics, linguistics, didgeridoo, food, strange meats, religion, happy birthdays, music genres, filthy flatmates, snow & ice festival, quitting smoking, PGCEs, students, corporal punishment, working in public schools, age, the Middle East, media, North Korea, TV celebrities, access courses, student tax, student loans company, recruitment consultancy, benefits, study, Alzheimer's, premonitions, death, near death experiences, dog attacks, hospitals, terrible hangovers, alcoholism, old friends, tattoos, ice bucket challenge, photos, Facebook photos, swearing, opinions of friends, tension around friends, house parties, things from the shop, musical instruments, violins, mortgages, Spanish, Americanisms, American food, TV shows, Rick Mayall, Peep Show quotes, horror, accident anecdotes, porn, YouTube videos, dishwashers, gardens, temperature, movies, cinema, Leonardo DiCaprio, being robbed, the USA, intense journeys, relationships, marriage, TESOL, pensions, healthcare, taxes, racism, colonialism, comparisons with the UK and other countries, accommodation, TEFL jobs, inheritance, insurance, cancer, life expectancy, shopping, fat & sugar, healthy eating, whisky, northern accents, languages, cockney rhyming slang, pets, pronunciation, Ph.D students, time, libraries, queuing, job seeker's allowance, dialect variation, accent & dialect, form completing, being offended, professors, best job titles, losing belongings, ANON's friends, South Park, literal versions, university ranking, names, bags.  "	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=385	9614540	9614541	South	female	SouthE	ing	that was sitting like it 's Philippines old couple	3	
236	416	SXCB	and there was n't enough seats and I was sat next to this woman honestly there was this guy that	was stood	up for the whole journey and we had to like he like I do n't have no idea how it	and_CC there_EX was_VBDZ n't_XX enough_DD seats_NN2 and_CC I_PPIS1 was_VBDZ sat_VVN next_II21 to_II22 this_DD1 woman_NN1 honestly_RR there_EX was_VBDZ this_DD1 guy_NN1 that_CST	was_VBDZ stood_VVN	up_RP for_IF the_AT whole_JJ journey_NN1 and_CC we_PPIS2 had_VHD to_TO like_VVI he_PPHS1 like_RR I_PPIS1 do_VD0 n't_XX have_VHI no_AT idea_NN1 how_RRQ it_PPH1	3 friends chat to pass the time on a train from London to Margate	"Discussing, explaining, inquiring, announcing, anecdote telling, making arrangements"	Revised	Texts within Sample release	S0326 S0328 S0383	3	08/03/2015	01:53:29	On train	2015 Q1	2015	"Friends, wider family circle"	"emails, plane journeys, travel, work, driving, complaining, being drunk"	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=415	10607337	10607338	South	male	NA	ed	that was stood up for the whole journey and	3	
784	102	SUNM	that sort of cash definitely the life to eat in and there was another there was three older people that	were sitting	having a drink before they went through and they were clearly regulars they knew the staff this was their favourite	that_DD1 sort_NN1 of_IO cash_NN1 definitely_RR the_AT life_NN1 to_TO eat_VVI in_RP and_CC there_EX was_VBDZ another_DD1 there_EX was_VBDZ three_MC older_JJR people_NN that_CST	were_VBDR sitting_VVG	having_VHG a_AT1 drink_NN1 before_CS they_PPHS2 went_VVD through_RP and_CC they_PPHS2 were_VBDR clearly_RR regulars_NN2 they_PPHS2 knew_VVD the_AT staff_NN this_DD1 was_VBDZ their_APPGE favourite_JJ	Friends catching up over coffee.	"Discussing, explaining, inquiring, anecdote telling"	Revised	Texts not in Sample release	S0517 S0558	2	24/06/2016	02:34:00	"Family home, Fradley, Lichfield"	2016 Q2	2016	"Close family, partners, very close friends"	"Referendum, piano, family, local events, sixth form, car park passes, driving, illness, people from the past, sport, exercise, holidays and baby"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=101	9386272	9386273	Midlands	female	NA	ing	that were sitting having a drink before they went	3	
730	34	S7QY	actually see erm a group of people er er on your the end of the line and see if they	are sitting	on the opposite side of the table and they can see you but are they really on the opposite side	actually_RR see_VVI erm_UH a_AT1 group_NN1 of_IO people_NN er_UH er_UH on_II your_APPGE the_AT end_NN1 of_IO the_AT line_NN1 and_CC see_VV0 if_CS they_PPHS2	are_VBR sitting_VVG	on_II the_AT opposite_JJ side_NN1 of_IO the_AT table_NN1 and_CC they_PPHS2 can_VM see_VVI you_PPY but_CCB are_VBR they_PPHS2 really_RR on_II the_AT opposite_JJ side_NN1	New technology	"Discussing, explaining, inquiring, complaining, making arrangements"	Revised	Texts within Sample release	S0264 S0265	2	12/08/2014	00:40:28	Dinner at participants' home	2014 Q3	2014	"Close family, partners, very close friends"	"Work, new technology"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=33	2463761	2463762	Midlands	male	Emidlands	ing	they are sitting on the opposite side of the	3	
192	200	SE68	happens that they have n't planned for they completely they go woo they go all ditsy and useless until they	're sat	down and worked out what to do next yeah they like yes it 's a ver- they like pla- order	happens_VVZ that_CST they_PPHS2 have_VH0 n't_XX planned_VVN for_CS they_PPHS2 completely_RR they_PPHS2 go_VV0 woo_VV0 they_PPHS2 go_VV0 all_DB ditsy_JJ and_CC useless_JJ until_CS they_PPHS2	're_VBR sat_VVN	down_RP and_CC worked_VVD out_RP what_DDQ to_TO do_VDI next_MD yeah_UH they_PPHS2 like_VV0 yes_UH it_PPH1 's_VBZ a_AT1 ver-_FU they_PPHS2 like_RR pla-_FU order_NN1	Family chats	"Discussing, explaining, inquiring, anecdote telling, telling jokes"	Revised	Texts not in Sample release	S0104 S0108 S0110 S0167 S0186 S0358	6	08/02/2015	00:58:47	Speakers' home	2015 Q1	2015	"Close family, partners, very close friends"	"Holidays, family, dinner, the old days, cars, Germany, languages and accents, family"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=199	4808383	4808384	South	male	SouthE	ed	they 're sat down and worked out what to	3	
101	154	SPHJ	shit you ca n't move them around mm as half as much as you 'd like to and sometimes they	're sat	in like the worst combinations and to move them too much they 'd start getting really pissy yeah erm but	shit_VV0 you_PPY ca_VM n't_XX move_VVI them_PPHO2 around_RP mm_UH as_RG half_RR as_CSA much_RR as_CSA you_PPY 'd_VM like_VVI to_TO and_CC sometimes_RT they_PPHS2	're_VBR sat_VVN	in_RP like_II the_AT worst_JJT combinations_NN2 and_CC to_TO move_VVI them_PPHO2 too_RG much_DA1 they_PPHS2 'd_VM start_VVI getting_VVG really_RR pissy_JJ yeah_UH erm_UH but_CCB	"Two friends talking about various topics (see 9 above) in the Bristol Hotel in Tarnow, Poland."	"Discussing, explaining"	Revised	Texts not in Sample release	S0618 S0619	2	31/01/2016	01:05:02	"The Bristol Hotel in Tarnow, Poland"	2016 Q1	2016	"Friends, wider family circle"	"Discussing the menu in the hotel, having opinions & expressing them, homelessness & charitable giving, teaching English, cooking, clearing the clutter & plans for later that day."	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=153	8119738	8119739	North	female	NorthW	ed	they 're sat in like the worst combinations and	3	
67	105	SGV4	's the issue with these young men not making eye contact maybe their eyesight is so good well so they	're sat	next to someone and they look in someone 's eyes and it 's so HD that they go blind it	's_VBZ the_AT issue_NN1 with_IW these_DD2 young_JJ men_NN2 not_XX making_VVG eye_NN1 contact_NN1 maybe_RR their_APPGE eyesight_NN1 is_VBZ so_RG good_JJ well_RR so_CS they_PPHS2	're_VBR sat_VVN	next_II21 to_II22 someone_PN1 and_CC they_PPHS2 look_VV0 in_II someone_PN1 's_GE eyes_NN2 and_CC it_PPH1 's_VBZ so_RR HD_NP1 that_CST they_PPHS2 go_VV0 blind_JJ it_PPH1	"Two friends talking about various topics (see 9 above) in the Jana Hotel in Tarnow, Poland."	"Discussing, explaining"	Revised	Texts not in Sample release	S0618 S0619	2	16/02/2016	00:25:59	"The Jana Hotel in Tarnow, Poland"	2016 Q1	2016	"Friends, wider family circle"	"Discussing films, Australia, teaching/marking, sleep, learning a language, private students, gym/strength. "	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=104	5665226	5665227	North	female	NorthW	ed	they 're sat next to someone and they look	3	
212	301	SLNV	well no I know er but although I did laugh a lot in the first five minutes yes while they	're sat	outside smoking fags and she 's relaying the story about the goat I know I really enjoyed yeah I really	well_RR no_UH I_PPIS1 know_VV0 er_UH but_CCB although_CS I_PPIS1 did_VDD laugh_VVI a_AT1 lot_NN1 in_II the_AT first_MD five_MC minutes_NNT2 yes_UH while_CS they_PPHS2	're_VBR sat_VVN	outside_II smoking_JJ fags_NN2 and_CC she_PPHS1 's_VBZ relaying_VVG the_AT story_NN1 about_II the_AT goat_NN1 I_PPIS1 know_VV0 I_PPIS1 really_RR enjoyed_VVN yeah_UH I_PPIS1 really_RR	" Two friends talking about various topics (see 9 above) in a bistro in Tarnow, Poland."	"Discussing, explaining, making arrangements"	Revised	Texts not in Sample release	S0618 S0619	2	13/02/2016	00:33:04	"A bistro in Tarnow, Poland"	2016 Q1	2016	"Friends, wider family circle"	"Discussing students, politics, student loans, pensions, MOT, working abroad, Netflix, consent, agreeing where to drive."	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=300	6963199	6963200	South	female	NA	ed	they 're sat outside smoking fags and she 's	3	
68	106	SGV4	just a couple with a bit of attitude and a couple who are shy and you know even if they	're sat	outside the room waiting to start they do n't talk to each other mm where as in all the other	just_RR a_AT1 couple_NN1 with_IW a_AT1 bit_NN1 of_IO attitude_NN1 and_CC a_AT1 couple_NN1 who_PNQS are_VBR shy_JJ and_CC you_PPY know_VV0 even_CS21 if_CS22 they_PPHS2	're_VBR sat_VVN	outside_II the_AT room_NN1 waiting_VVG to_TO start_VVI they_PPHS2 do_VD0 n't_XX talk_VVI to_II each_PPX221 other_PPX222 mm_UH where_RRQ as_II in_II all_DB the_AT other_JJ	"Two friends talking about various topics (see 9 above) in the Jana Hotel in Tarnow, Poland."	"Discussing, explaining"	Revised	Texts not in Sample release	S0618 S0619	2	16/02/2016	00:25:59	"The Jana Hotel in Tarnow, Poland"	2016 Q1	2016	"Friends, wider family circle"	"Discussing films, Australia, teaching/marking, sleep, learning a language, private students, gym/strength. "	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=105	5665726	5665727	North	female	NorthW	ed	they 're sat outside the room waiting to start	3	
274	2	S2XJ	holiday and we 've gone in with the dogs she 's even given them a bit of ham whe- they	're sat	there the last time we went they said they could n't have any dogs because we had people in with	holiday_NN1 and_CC we_PPIS2 've_VH0 gone_VVN in_RP with_IW the_AT dogs_NN2 she_PPHS1 's_VBZ even_RR given_VVN them_PPHO2 a_AT1 bit_NN1 of_IO ham_NN1 whe-_FU they_PPHS2	're_VBR sat_VVN	there_RL the_AT last_MD time_NNT1 we_PPIS2 went_VVD they_PPHS2 said_VVD they_PPHS2 could_VM n't_XX have_VHI any_DD dogs_NN2 because_CS we_PPIS2 had_VHD people_NN in_RP with_IW	FAMILY DISCUSSING OVENS AND HOUSES	"Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes"	Revised	Texts not in Sample release	S0492 S0493 S0604 S0605 S0664 S0665 S0666	7	20/03/2016	00:38:57	"HOLIDAY COTTAGE, HEREFORD, ENGLAND"	2016 Q1	2016	"Close family, partners, very close friends"	DISCUSSING NEW HOUSE AND FEATURES	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638k&batch=1	371579	371580	Wales	female	Wales	ed	they 're sat there the last time we went	3	
578	272	SJNJ	you know they not doing anything they 're not making anything yeah they 're not changing anybody 's lives they	're sitting	in an office going boom boom boom phoning people up and saying I want my bill paid thank you very	you_PPY know_VV0 they_PPHS2 not_XX doing_VDG anything_PN1 they_PPHS2 're_VBR not_XX making_VVG anything_PN1 yeah_UH they_PPHS2 're_VBR not_XX changing_VVG anybody_PN1 's_GE lives_NN2 they_PPHS2	're_VBR sitting_VVG	in_II an_AT1 office_NN1 going_VVG boom_NN1 boom_NN1 boom_NN1 phoning_VVG people_NN up_RP and_CC saying_VVG I_PPIS1 want_VV0 my_APPGE bill_NN1 paid_VVD thank_VV0 you_PPY very_RG	Family have discussions after dinner.	"Discussing, explaining, complaining, anecdote telling"	Original	Texts within Sample release	S0024 S0142 S0143 S0144	4	09/03/2012	01:09:58	"ANON's home, Norfolk"	2012 Q1	2012	"Close family, partners, very close friends"	"Pubs, politics, economics, law, memory, discipline "	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=271	6297551	6297552	South	male	London	ing	they 're sitting in an office going boom boom	3	
760	71	SF8D	over over twenty-five years yeah right they make their money they you know at the end of the day they	're sitting	on an asset are n't they ? so yeah I was talking about that --UNCLEARWORD them door handles can you	over_RG over_RG twenty-five_MC years_NNT2 yeah_UH right_RR they_PPHS2 make_VV0 their_APPGE money_NN1 they_PPHS2 you_PPY know_VV0 at_II the_AT end_NN1 of_IO the_AT day_NNT1 they_PPHS2	're_VBR sitting_VVG	on_II an_AT1 asset_NN1 are_VBR n't_XX they_PPHS2 ?_YQUE so_RR yeah_UH I_PPIS1 was_VBDZ talking_VVG about_II that_DD1 --UNCLEARWORD_FU them_PPHO2 door_NN1 handles_NN2 can_VM you_PPY	Weekly catch up	"Discussing, explaining, complaining"	Revised	Texts not in Sample release	S0012 S0013 S0152	3	12/05/2015	01:59:00	Speakers' home	2015 Q2	2015	"Close family, partners, very close friends"	"Sawing wood, school, power tools, holidays and nice places, Ofsted, jobs, voting, making the fire up"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=70	5164677	5164678	Midlands	male	Wmidlands	ing	they 're sitting on an asset are n't they	3	
420	83	S632	one group per chair ah back in --UNCLEARWORD only have the one chair oh my god fish fingers --UNCLEARWORD they	're sitting	on each other 's laps it 's like I do n't understand your how long 's your --UNCLEARWORD ? a	one_MC1 group_NN1 per_II chair_NN1 ah_UH back_RP in_II --UNCLEARWORD_FU only_RR have_VH0 the_AT one_MC1 chair_NN1 oh_UH my_APPGE god_NN1 fish_NN fingers_NN2 --UNCLEARWORD_FU they_PPHS2	're_VBR sitting_VVG	on_II each_PPX221 other_PPX222 's_GE laps_NN2 it_PPH1 's_VBZ like_RR I_PPIS1 do_VD0 n't_XX understand_VVI your_APPGE how_RGQ long_JJ 's_VBZ your_APPGE --UNCLEARWORD_FU ?_YQUE a_AT1	Friends chatting about general stuff	"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes"	Revised	Texts not in Sample release	S0202 S0208 S0211 S0216 S0218 S0220 S0221 S0222	8	04/10/2014	05:48:22	"Home, Leeds"	2014 Q4	2014	"Close family, partners, very close friends"	"Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook"	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=82	1590524	1590525	South	female	NA	ing	they 're sitting on each other 's laps it	3	
576	270	SJNJ	got directors in the cabinet that 's exactly what it is it 's a the old boys network when they	're sitting	on each other 's remuneration boards you know ? yeah yep you give me a million pound rise this year	got_VVN directors_NN2 in_II the_AT cabinet_NN1 that_DD1 's_VBZ exactly_RR what_DDQ it_PPH1 is_VBZ it_PPH1 's_VBZ a_AT1 the_AT old_JJ boys_NN2 network_NN1 when_CS they_PPHS2	're_VBR sitting_VVG	on_II each_PPX221 other_PPX222 's_GE remuneration_NN1 boards_NN2 you_PPY know_VV0 ?_YQUE yeah_UH yep_UH you_PPY give_VV0 me_PPIO1 a_AT1 million_NNO pound_NN1 rise_NN1 this_DD1 year_NNT1	Family have discussions after dinner.	"Discussing, explaining, complaining, anecdote telling"	Original	Texts within Sample release	S0024 S0142 S0143 S0144	4	09/03/2012	01:09:58	"ANON's home, Norfolk"	2012 Q1	2012	"Close family, partners, very close friends"	"Pubs, politics, economics, law, memory, discipline "	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=269	6288728	6288729	South	male	London	ing	they 're sitting on each other 's remuneration boards	3	
799	119	SWTX	? you 're not supposed to be making a profit in education no mm but sitting on one poin- they	're sitting	on one point three million well how come how do they make ? well they get allocated so much money	?_YQUE you_PPY 're_VBR not_XX supposed_JJ to_TO be_VBI making_VVG a_AT1 profit_NN1 in_II education_NN1 no_UH mm_UH but_CCB sitting_VVG on_II one_PN1 poin-_FU they_PPHS2	're_VBR sitting_VVG	on_II one_MC1 point_NN1 three_MC million_NNO well_RR how_RRQ come_VVN how_RRQ do_VD0 they_PPHS2 make_VVI ?_YQUE well_RR they_PPHS2 get_VV0 allocated_VVN so_RG much_DA1 money_NN1	A need to talk	"Discussing, explaining"	Revised	Texts not in Sample release	S0012 S0013 S0152	3	25/03/2015	01:42:07	Speakers' home	2015 Q1	2015	"Close family, partners, very close friends"	"School, relationships, sleeplessness, loss of enthusiasm, selling house, loans"	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=118	10454669	10454670	Midlands	male	Wmidlands	ing	they 're sitting on one point three million well	3	
360	237	SZPS	would n't want to end up killing children fair enough Yeah you saw some of the little ones when they	're sitting	on the plane going there and so their feet did n't the gr- floor and you just thought oh my	would_VM n't_XX want_VVI to_TO end_VVI up_RP killing_VVG children_NN2 fair_RR enough_RR Yeah_UH you_PPY saw_VVD some_DD of_IO the_AT little_JJ ones_NN2 when_CS they_PPHS2	're_VBR sitting_VVG	on_II the_AT plane_NN1 going_VVG there_RL and_CC so_RR their_APPGE feet_NN2 did_VDD n't_XX the_AT gr-_FU floor_NN1 and_CC you_PPY just_RR thought_VVD oh_UH my_APPGE		"Discussing, explaining"	Original	Texts within Sample release	S0058 S0179	2	24/03/2012	00:42:16	ANON's car	2012 Q1	2012	"Close family, partners, very close friends"	"Film, literature, food"	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=236	11336042	11336043	North	female	NorthE	ing	they 're sitting on the plane going there and	3	
